cell_type	N_HARs.Intron	prop_HARs.Intron	pval_HARs.Intron	N_HARs.Flanking	prop_HARs.Flanking	pval_HARs.Flanking	N_HARs.FlankingAndIntron	prop_HARs.FlankingAndIntron	pval_HARs.FlankingAndIntron	N_hCONDELs.Intron	prop_hCONDELs.Intron	pval_hCONDELs.Intron	N_hCONDELs.Flanking	prop_hCONDELs.Flanking	pval_hCONDELs.Flanking	N_hCONDELs.FlankingAndIntron	prop_hCONDELs.FlankingAndIntron	pval_hCONDELs.FlankingAndIntron	N_HARorhCONDEL	prop_HARorhCONDEL	pval_HARorhCONDEL	N_HARandhCONDEL	prop_HARandhCONDEL	pval_HARandhCONDEL	N_DEGandHARandhCONDEL	prop_DEGandHARandhCONDEL	pval_DEGandHARandhCONDEL	padj_HARs.Intron	padj_HARs.Flanking	padj_HARs.FlankingAndIntron	padj_hCONDELs.Intron	padj_hCONDELs.Flanking	padj_hCONDELs.FlankingAndIntron	padj_HARorhCONDEL	padj_HARandhCONDEL	padj_DEGandHARandhCONDEL
Vip5	46	0.105990783410138	0.000312302178327875	20	0.0460829493087558	0.000871225683674165	59	0.135944700460829	1.97283945446254e-05	17	0.0391705069124424	0.0893574550480811	22	0.0506912442396313	0.0822223291214582	36	0.0829493087557604	0.0277981676466725	83	0.191244239631336	1.6862578099027e-05	12	0.191244239631336	0.0217031846947351	337	0.776497695852535	0.00123989188084759	0.000712048966587555	0.0165532879898091	7.49678992695765e-05	0.197269670300364	0.292917047495195	0.0892144841364513	8.9064526323652e-05	0.0537861533739087	0.00220855741275977
Astro1	26	0.178082191780822	6.66647342931967e-06	11	0.0753424657534247	0.000346502401062009	33	0.226027397260274	1.35294183538744e-07	14	0.0958904109589041	0.000101599149059051	4	0.0273972602739726	0.822505943149366	17	0.116438356164384	0.013792835671873	38	0.26027397260274	1.93347312139934e-05	12	0.26027397260274	5.37779490552404e-06	838	5.73972602739726	8.08530280267429e-06	4.74986231839026e-05	0.00987531843026726	1.9279421154271e-06	0.00193038383212197	0.950673973884746	0.0631728638890596	9.18399732664686e-05	0.000102178103204957	5.12069177502705e-05
L6ITCar31	82	0.103535353535354	4.59055536130322e-06	22	0.0277777777777778	0.156692023290703	95	0.119949494949495	1.93474723570432e-05	23	0.029040404040404	0.566108214410344	37	0.0467171717171717	0.0719813569436848	56	0.0707070707070707	0.116054315890005	136	0.171717171717172	2.29770515704087e-05	15	0.171717171717172	0.278498852926796	228	0.287878787878788	0.00188827321076933	4.36102759323806e-05	0.326503356551326	7.49678992695765e-05	0.717070404919769	0.273529156386002	0.217388892765987	0.000100745533808715	0.369172898065753	0.00316000346729257
Chandelier1	75	0.10387811634349	1.123331591627e-05	32	0.0443213296398892	3.40932556178914e-05	96	0.132963988919668	1.23114196198831e-07	23	0.0318559556786704	0.404177213238575	26	0.03601108033241	0.833924538495391	48	0.0664819944598338	0.325155541900446	125	0.173130193905817	2.81960864178906e-05	19	0.173130193905817	0.00971791981356642	307	0.425207756232687	1.91957946812775e-06	6.4029900722739e-05	0.00194331557021981	1.9279421154271e-06	0.575952528864969	0.950673973884746	0.463346647208136	0.000107145128387984	0.0276960714686643	1.82360049472136e-05
L56NP1	66	0.0944206008583691	0.000689214292471298	21	0.0300429184549356	0.100079974349156	81	0.11587982832618	0.000264681530062929	22	0.0314735336194564	0.391872555636808	43	0.061516452074392	0.000267477917519399	62	0.0886981402002861	0.00077848651230664	122	0.174535050071531	2.76007571912229e-05	21	0.174535050071531	0.00136083788525474	360	0.515021459227468	7.83792324568368e-07	0.00145500795077274	0.312952586248191	0.000603473888543478	0.572736812084566	0.0152462412986057	0.0110934328003696	0.000107145128387984	0.01292795990992	8.9352325000794e-06
L4IT1	56	0.0954003407155026	0.00111571046681204	22	0.0374787052810903	0.0112595397521645	73	0.124361158432709	5.06452321177686e-05	24	0.0408858603066439	0.031667060426752	29	0.0494037478705281	0.0656776004446624	48	0.0817717206132879	0.0144078461501364	104	0.17717206132879	5.53159511051121e-05	17	0.17717206132879	0.00618847754936585	357	0.608177172061329	1.32622297969741e-05	0.00192713626085716	0.0802242207341721	0.000151935696353306	0.0980236290344778	0.273529156386002	0.0631728638890596	0.000197063075811962	0.0223763969121444	6.2995591535627e-05
L56NP2	92	0.08984375	0.000180508463445893	30	0.029296875	0.0709669641003726	115	0.1123046875	4.01438352565502e-05	32	0.03125	0.259018378067347	46	0.044921875	0.0932101217909336	75	0.0732421875	0.0361468333340562	166	0.162109375	6.16811886781148e-05	24	0.162109375	0.0179622328681332	287	0.2802734375	3.54887828330899e-07	0.000428707600683996	0.269674463581416	0.000134599918213139	0.421829929995394	0.29516538567129	0.0981128333352954	0.000206813397332503	0.0465385124310724	5.05715155371531e-06
Sst9	54	0.113445378151261	3.0303787064054e-05	18	0.0378151260504202	0.0134586882381707	66	0.138655462184874	5.32899008435326e-06	13	0.0273109243697479	0.885621220891002	28	0.0588235294117647	0.00675960051524679	36	0.0756302521008403	0.109251942768668	87	0.182773109243697	0.000108229460909503	15	0.182773109243697	0.00515211902093061	360	0.756302521008403	1.61653747728053e-05	0.000120480248142998	0.0852383588417478	3.37502705342373e-05	0.949969717269346	0.0963243073422668	0.214736577166003	0.000342726626213426	0.0223763969121444	7.08789509269156e-05
Vip3	51	0.114093959731544	4.52773002523375e-05	13	0.029082774049217	0.234008809804369	60	0.134228187919463	5.02718158392409e-05	19	0.0425055928411633	0.0543229243801073	18	0.0402684563758389	0.601251476223826	34	0.0760626398210291	0.152419543302437	83	0.185682326621924	0.000134156106070163	11	0.185682326621924	0.102814057541485	282	0.630872483221476	0.00246682209395506	0.000135831900757012	0.380503117028324	0.000151935696353306	0.140745758621187	0.905747178825069	0.265508921961946	0.000402468318210489	0.172364743525431	0.0038912975987619
L6b3	33	0.0956521739130435	0.0253171540212512	12	0.0347826086956522	0.0817369292478172	40	0.115942028985507	0.0154040397339023	17	0.0492753623188406	0.0188194506470129	18	0.0521739130434783	0.0990994437944596	33	0.0956521739130435	0.00714434990652372	67	0.194202898550725	0.000169032282966726	6	0.194202898550725	0.652324069041127	196	0.568115942028986	0.2475863488619	0.0320683950935849	0.274059115713269	0.020746196721389	0.0678905465640511	0.297298331383379	0.0509034930839815	0.000458801910909685	0.715047537218159	0.256589488820515
Sst7	40	0.121580547112462	7.29755191195794e-05	11	0.033434650455927	0.113672634968819	44	0.133738601823708	0.00054628431835861	15	0.0455927051671733	0.0534473242170138	22	0.0668693009118541	0.0036229825422413	32	0.0972644376899696	0.00570323322983046	64	0.194528875379939	0.000163107870105518	12	0.194528875379939	0.0031844395587547	426	1.29483282674772	0.000234951288161624	0.000202984344404033	0.323967009661134	0.00115326689431262	0.140745758621187	0.0820510329191645	0.0464406134429052	0.000458801910909685	0.0181513054849018	0.000551076352418061
Vip2	59	0.110486891385768	1.36712993980576e-05	16	0.0299625468164794	0.160387613744511	69	0.129213483146067	2.23658225375581e-05	26	0.048689138576779	0.00336394522423862	22	0.0411985018726592	0.470316775640773	44	0.0823970037453183	0.0230931193942138	94	0.176029962546816	0.000188373452243473	19	0.176029962546816	0.000267182732298897	427	0.799625468164794	1.39537981579282e-07	6.49386721407736e-05	0.326503356551326	7.96782427900507e-05	0.0191744877781601	0.88422993238255	0.0841803491924534	0.000488058489903544	0.00380735393525928	3.91088339351502e-06
L5ET1	43	0.102380952380952	0.000816496661621061	10	0.0238095238095238	0.603677936216673	50	0.119047619047619	0.00194979330307802	22	0.0523809523809524	0.00147356257369146	20	0.0476190476190476	0.174169365010139	40	0.0952380952380952	0.00181910187630374	76	0.180952380952381	0.000234427334939693	14	0.180952380952381	0.00229859282247098	408	0.971428571428571	4.44804010315275e-05	0.00163677836797471	0.716867549257299	0.003585103815337	0.0119990095286305	0.431637121981649	0.0207377613898626	0.000572163814286056	0.0148970740870369	0.000140854603266504
Sncg1	24	0.161073825503356	3.17053284586838e-05	5	0.0335570469798658	0.240317758123152	26	0.174496644295302	0.000174706742878514	11	0.0738255033557047	0.00326867829241988	10	0.0671140939597315	0.0705113999473546	17	0.114093959731544	0.0136952555346251	35	0.23489932885906	0.000240911079699392	8	0.23489932885906	0.00201801213126045	592	3.97315436241611	0.00252593002024895	0.000120480248142998	0.380503117028324	0.000432968884525013	0.0191744877781601	0.273529156386002	0.0631728638890596	0.000572163814286056	0.0148970740870369	0.0038912975987619
OPC2	13	0.270833333333333	7.47837058330648e-05	1	0.0208333333333333	1	14	0.291666666666667	0.000131315585678786	6	0.125	0.00538900164062283	3	0.0625	0.438494964729811	8	0.166666666666667	0.0158033642629426	17	0.354166666666667	0.000289194118076262	5	0.354166666666667	0.00235216959269003	840	17.5	0.0365294255958716	0.000202984344404033	1	0.000356428018270991	0.0279248266832274	0.88422993238255	0.0643422687848377	0.000659362589213877	0.0148970740870369	0.0416435451792936
Lamp52	38	0.128378378378378	3.48625741985058e-05	5	0.0168918918918919	0.836037298711398	41	0.138513513513514	0.000434904934694332	16	0.0540540540540541	0.0099226680443275	12	0.0405405405405405	0.6328135658533	25	0.0844594594594595	0.0802953739565157	57	0.192567567567568	0.000641481398766911	9	0.192567567567568	0.0454506883199918	347	1.1722972972973	0.00302242224885913	0.000124197920582177	0.899134453331126	0.000953445433752959	0.0403994341804762	0.905747178825069	0.176032165981592	0.00134106966626545	0.0925246155085547	0.00430985639863233
Sst1	56	0.0985915492957746	0.000986038235899818	15	0.0264084507042254	0.291914196856451	66	0.116197183098592	0.00128536558239861	29	0.051056338028169	0.00123663768997996	22	0.0387323943661972	0.641153432035022	46	0.0809859154929577	0.0281729949904583	97	0.170774647887324	0.000619918875850578	15	0.170774647887324	0.0300787282721747	302	0.53169014084507	5.99461587913349e-05	0.00187347264820965	0.449705654616695	0.00244219460655736	0.0117480580548096	0.905747178825069	0.0892144841364513	0.00134106966626545	0.0685795004605583	0.000171006224950745
Vip1	52	0.116331096196868	1.32261208234064e-05	10	0.0223713646532438	0.734609978144883	58	0.129753914988814	9.1644710887895e-05	17	0.0380313199105145	0.130906919528533	16	0.0357941834451902	1	31	0.0693512304250559	0.355672714949407	79	0.176733780760626	0.000658771064130398	10	0.176733780760626	0.155297151329986	266	0.595078299776286	0.00312830671721237	6.49386721407736e-05	0.837455375085167	0.000261187426030501	0.266489086183085	1	0.494471823222346	0.00134106966626545	0.239241557454303	0.00430985639863233
Lamp5Lhx61	72	0.111627906976744	4.74571188485226e-07	16	0.0248062015503876	0.4777934465871	81	0.125581395348837	8.8381445524759e-06	21	0.0325581395348837	0.252437816198841	25	0.0387596899224806	0.582051888392511	40	0.062015503875969	0.60290129061337	106	0.164341085271318	0.000758092389216859	15	0.164341085271318	0.0558783706039942	286	0.443410852713178	2.64731743531475e-05	1.35252788718289e-05	0.613627899116022	5.03774239491126e-05	0.421829929995394	0.905747178825069	0.781031217385502	0.00149004366156417	0.106168904147589	0.00010059806254196
L6b1	37	0.125423728813559	0.000109199046064566	9	0.0305084745762712	0.214362272962735	40	0.135593220338983	0.00103204969531946	19	0.0644067796610169	0.00092233178864911	9	0.0305084745762712	0.750871045867185	26	0.088135593220339	0.0475223768137682	57	0.193220338983051	0.000899424525198249	9	0.193220338983051	0.0501021476251895	332	1.12542372881356	0.0035175686930897	0.000270623722855664	0.359372045849291	0.00203961957683439	0.0105145823905999	0.950673973884746	0.111680989821208	0.00170890659787667	0.0984766349874414	0.00466282361642123
Lamp51	52	0.107660455486542	9.40256318797115e-05	14	0.0289855072463768	0.182759473875412	60	0.124223602484472	0.000162224896022371	11	0.0227743271221532	0.771038684069204	19	0.0393374741200828	0.526860691961252	29	0.0600414078674948	0.765858525493792	82	0.169772256728778	0.000994240155485898	7	0.169772256728778	0.844976404291708	175	0.36231884057971	0.0733920396709222	0.000243611864415616	0.347243000363283	0.000420309957876143	0.854994107562797	0.90238489457889	0.923045541943376	0.00182811899557084	0.89191953786347	0.080448966562357
L23IT3	55	0.0829562594268477	0.0148058468371679	16	0.024132730015083	0.484443078249491	68	0.102564102564103	0.0102060014076024	25	0.0377073906485671	0.0420534811685475	29	0.0437405731523379	0.233217157935031	51	0.0769230769230769	0.0317947307914973	105	0.158371040723982	0.00206176801184823	14	0.158371040723982	0.121770709724894	268	0.40422322775264	0.000238561845064621	0.0210818074423134	0.613627899116022	0.0145435520058334	0.11985242133036	0.553890750095699	0.0953841923744919	0.00367252427110466	0.194632580172854	0.000551076352418061
Sst3	55	0.111336032388664	4.12168971753477e-05	13	0.0263157894736842	0.329282674215127	62	0.125506072874494	0.000212931157314992	15	0.0303643724696356	0.669822530120895	23	0.0465587044534413	0.168622120370588	36	0.0728744939271255	0.171858613109803	83	0.168016194331984	0.002501632728831	15	0.168016194331984	0.00713646946239767	347	0.702429149797571	4.20596435656247e-06	0.000135831900757012	0.492466956457018	0.000505711498623106	0.795414254518563	0.431637121981649	0.279884027064536	0.00432100198616264	0.0223763969121444	3.38213288788578e-05
Sncg3	31	0.115671641791045	0.000832746888969587	3	0.0111940298507463	0.383142364707485	33	0.123134328358209	0.00795361510904891	14	0.0522388059701493	0.0190569955267512	15	0.0559701492537313	0.0913669631020219	26	0.0970149253731343	0.0121090049381231	49	0.182835820895522	0.00339241762535241	10	0.182835820895522	0.00665028534574604	440	1.64179104477612	0.000277804168447573	0.00163677836797471	0.519978923531587	0.0119304226635734	0.0678905465640511	0.29516538567129	0.0631728638890596	0.00568728837191433	0.0223763969121444	0.000609032215442756
Pax61	34	0.0979827089337176	0.0131817537223549	9	0.0259365994236311	0.447975006169998	39	0.112391930835735	0.0255371898218314	15	0.0432276657060519	0.0899826566282364	15	0.0432276657060519	0.460585693770777	28	0.0806916426512968	0.10503548029074	60	0.172910662824208	0.00612483041568226	7	0.172910662824208	0.369936135562729	231	0.665706051873199	0.0260250274195093	0.0192656400557495	0.59382733376023	0.033082268632827	0.197269670300364	0.88422993238255	0.213822227734721	0.00997472381982539	0.439299160980741	0.0322484035415659
L6CT1	75	0.0882352941176471	0.00189743815072621	19	0.0223529411764706	0.706714183865535	89	0.104705882352941	0.00330914748464044	29	0.0341176470588235	0.148086435465751	30	0.0352941176470588	0.922393469872798	57	0.0670588235294118	0.222240035993316	128	0.150588235294118	0.00744210770131559	18	0.150588235294118	0.0949128085913808	254	0.298823529411765	4.74685317598004e-06	0.00318099925268806	0.822096091435418	0.00571580020074258	0.281364227384927	0.992008071372632	0.342369785178892	0.0114964656025238	0.169063440303397	3.38213288788578e-05
Pax62	19	0.133802816901408	0.003026694539201	6	0.0422535211267606	0.0760009800886787	21	0.147887323943662	0.00734535520579764	10	0.0704225352112676	0.00735867295980346	6	0.0422535211267606	0.651491185952233	15	0.105633802816901	0.0343129718067079	29	0.204225352112676	0.00746261802269092	7	0.204225352112676	0.00707421222862137	533	3.75352112676056	0.00173455652107822	0.00492918824955591	0.270753491565918	0.0117424654069282	0.0322649506699075	0.905747178825069	0.0977919696491175	0.0114964656025238	0.0223763969121444	0.00299605217277147
L6IT1	61	0.0779054916985951	0.0542893807886097	20	0.0255427841634738	0.364632478103503	77	0.0983397190293742	0.0265398821622462	28	0.0357598978288633	0.0791990254228675	31	0.0395913154533844	0.480896980769457	54	0.0689655172413793	0.153715691662179	118	0.150702426564496	0.00906902322091618	13	0.150702426564496	0.52842674968128	204	0.260536398467433	0.00119262334238574	0.0658403128712926	0.506928079314626	0.0336171840721785	0.18809768537931	0.88422993238255	0.265508921961946	0.0136035348313743	0.602406494636659	0.00219288808116088
L5ET2	58	0.0884146341463415	0.00583148215628315	19	0.0289634146341463	0.15721716044737	72	0.109756097560976	0.00258961419245685	16	0.024390243902439	0.899971311097275	24	0.0365853658536585	0.827090534080863	38	0.0579268292682927	1	98	0.149390243902439	0.0313306229395432	12	0.149390243902439	0.309839180684095	220	0.335365853658537	0.000326875783878148	0.00898363467319296	0.326503356551326	0.00461275028031376	0.949969717269346	0.950673973884746	1	0.0457909104501016	0.392462962199854	0.000665425702894801
L4IT2	46	0.0808435852372583	0.061655628967912	11	0.0193321616871705	0.881580328812289	54	0.0949033391915641	0.127902303279037	19	0.0333919156414763	0.278948946299099	29	0.0509666080843585	0.0453770073720429	44	0.0773286467486819	0.0428883829952807	85	0.149384885764499	0.0411162469409997	13	0.149384885764499	0.101669032218485	274	0.481546572934974	6.66516501193408e-05	0.0729021286426096	0.913637795314554	0.140200601671252	0.441669164973573	0.273529156386002	0.10628860133613	0.0585906518909246	0.172364743525431	0.000180911621752496
L6ITCar32	67	0.0844892812105927	0.00732129576932014	15	0.0189155107187894	0.79795647505485	78	0.0983606557377049	0.0275489077897375	22	0.0277427490542245	0.64211947370752	27	0.0340479192938209	1	46	0.0580075662042875	0.874414476708485	113	0.14249684741488	0.048342557802156	11	0.14249684741488	1	173	0.218158890290038	0.00317568366215014	0.0109819436539802	0.87468305919474	0.0341366900872834	0.795414254518563	1	0.996832503447673	0.0672079462127535	1	0.00430985639863233
Sst4	37	0.0927318295739348	0.0211691234864499	14	0.0350877192982456	0.0451907153951062	45	0.112781954887218	0.0134092878396741	15	0.037593984962406	0.211069118149376	17	0.0426065162907268	0.400371783753391	29	0.0726817042606516	0.231638030434689	62	0.155388471177945	0.0514610016180036	12	0.155388471177945	0.0172060246160369	342	0.857142857142857	1.26008496126029e-05	0.0280613962494801	0.221560974422423	0.0186421806551567	0.364573931348922	0.852497976094371	0.347457045652034	0.0698399307672906	0.0465385124310724	6.2995591535627e-05
Sst2	49	0.0995934959349594	0.00109099463465407	12	0.024390243902439	0.518374637561091	54	0.109756097560976	0.0095705239229827	11	0.0223577235772358	0.667521793727194	25	0.0508130081300813	0.0618295094551854	32	0.0650406504065041	0.493796471034304	74	0.150406504065041	0.0569436019075244	12	0.150406504065041	0.0775640958278153	293	0.595528455284553	3.82856071848393e-05	0.00192713626085716	0.628667113637919	0.0139876888105132	0.795414254518563	0.273529156386002	0.670152353546555	0.0754833792727649	0.142617853618886	0.00013639247559599
Pvalb1	37	0.0850574712643678	0.0701854374836689	11	0.0252873563218391	0.497252026684886	43	0.0988505747126437	0.123691094223475	15	0.0344827586206897	0.364829463729237	24	0.0551724137931034	0.0348530098601422	36	0.0827586206896552	0.0489828902724598	67	0.154022988505747	0.0632151610034055	12	0.154022988505747	0.0395702847924829	313	0.719540229885058	4.19661186144033e-05	0.0784425477758652	0.616160120022576	0.138242987661531	0.547244195593856	0.248327695253513	0.111680989821208	0.0818923676635026	0.0835372678952417	0.000140709927118882
Pvalb4	49	0.0853658536585366	0.015247071017724	19	0.0331010452961672	0.0478231342922857	61	0.106271777003484	0.00758119182014478	14	0.024390243902439	1	21	0.0365853658536585	0.815433829930252	33	0.0574912891986063	0.926926077217211	83	0.144599303135889	0.0647335960717576	11	0.144599303135889	0.268940454175937	242	0.421602787456446	0.000241700154569325	0.0210818074423134	0.221560974422423	0.0117424654069282	1	0.950673973884746	1	0.0819958883575596	0.364990616381629	0.000551076352418061
Endo1	9	0.152542372881356	0.0925060693302155	4	0.0677966101694915	0.0601943494778421	12	0.203389830508475	0.015650639631925	3	0.0508474576271186	0.474185978560917	1	0.0169491525423729	0.518740207943411	4	0.0677966101694915	1	14	0.23728813559322	0.0698911277524905	2	0.23728813559322	0.366213827254621	234	3.96610169491525	0.180567579087989	0.10140088368889	0.245076994302643	0.020746196721389	0.628572111115634	0.90238489457889	1	0.0866042235193904	0.439299160980741	0.190599111259544
Sst6	18	0.111111111111111	0.0235698386688289	6	0.037037037037037	0.156059742457577	20	0.123456790123457	0.0563015776856808	10	0.0617283950617284	0.0256700720116763	8	0.0493827160493827	0.280682413614832	14	0.0864197530864197	0.176917479646007	28	0.172839506172839	0.0717329697549162	6	0.172839506172839	0.0356845838104836	411	2.53703703703704	0.00266023472475785	0.0305336546391647	0.326503356551326	0.0641837985616761	0.0860702414509147	0.639955903041817	0.280119342772844	0.0869953037453239	0.0782315875845218	0.00399035208713678
Sst5	38	0.102150537634409	0.00469921825304133	11	0.0295698924731183	0.19584152835284	45	0.120967741935484	0.00429017943232817	10	0.0268817204301075	1	11	0.0295698924731183	0.66739265808163	19	0.0510752688172043	0.653006785793052	56	0.150537634408602	0.107680634727107	8	0.150537634408602	0.268405464234761	245	0.658602150537634	0.000677619427474588	0.00744042890064877	0.348842722378496	0.00719235963655017	1	0.905747178825069	0.827141928671199	0.12787075373844	0.364990616381629	0.00128747691220172
L6CT2	36	0.0753138075313808	0.245797318851527	9	0.0188284518828452	0.871352422471469	44	0.0920502092050209	0.258737489767659	15	0.0313807531380753	0.467639070830766	17	0.0355648535564854	1	31	0.0648535564853557	0.551787837166296	69	0.144351464435146	0.154609303421161	6	0.144351464435146	1	150	0.313807531380753	0.0541560255462391	0.254735403173401	0.913637795314554	0.26814612575921	0.628572111115634	1	0.731439691127416	0.179851638673595	1	0.0605273226693261
Pvalb2	36	0.079646017699115	0.139959871345689	14	0.0309734513274336	0.1276282010088	47	0.103982300884956	0.0490886471411264	17	0.0376106194690266	0.179857949245387	10	0.0221238938053097	0.121006371557826	24	0.0530973451327434	0.683843454864771	65	0.143805309734513	0.188220563308471	6	0.143805309734513	1	155	0.342920353982301	0.0288249323070887	0.147735419753783	0.326503356551326	0.0582927684800876	0.324971040249439	0.344868158939804	0.847371237549825	0.210364158991821	1	0.0342296071146678
