cell_type	regdom_prop	num_HARs	num_hCONDELs	num_HARs_hCONDELs	num_genes_near_HARs	num_genes_near_hCONDELs	num_genes_near_HARs_hCONDELs	prop_HARs	prop_hCONDELs	prop_HARs_hCONDELs	pval_genes_near_HARs	pval_genes_near_hCONDELs	pval_genes_near_HARs_hCONDELs	pval_HARs	pval_hCONDELs	pval_HARs_hCONDELs	padj_genes_near_HARs	padj_genes_near_hCONDELs	padj_genes_near_HARs_hCONDELs	padj_HARs	padj_hCONDELs	padj_HARs_hCONDELs
L6b2	0.0651036431895725	321	77	398	175	69	217	0.0929368029739777	0.0366436537440255	0.115241635687732	0.127968597646371	0.525510512451433	0.274192536874095	9.36427729731166e-15	0.492998716902695	1.1531415736886e-11	1	1	1	4.68213864865583e-13	1	5.41976539633642e-10
Oligo1	0.0293595270313278	158	46	204	67	41	90	0.106180665610143	0.0649762282091918	0.142630744849445	0.213153101931299	0.00145659141431994	0.0631707545695834	2.76300554825348e-10	0.03285567130374	1.38982882748258e-10	1	0.0815691192019166	1	8.56531719958579e-09	1	6.39321260641987e-09
SstChodl1	0.0272827512993977	156	36	192	74	33	91	0.130973451327434	0.0584070796460177	0.161061946902655	0.00118014738422813	0.0163048315791306	0.0013249113007412	5.12698395960782e-12	0.263022047153035	1.83499368897354e-10	0.0578272218271784	0.798936747377399	0.0649206537363188	2.30714278182352e-10	1	8.25747160038093e-09
L5ET1	0.042529086437161	216	56	272	109	49	138	0.0900082576383154	0.0404624277456647	0.113955408753097	0.373969025646936	0.286497603009932	0.449444695626807	2.44104082595807e-11	0.209709716124097	4.49938833331329e-10	1	1	1	8.78774697344905e-10	1	1.97973086665785e-08
Pvalb3	0.0661967480706307	307	86	393	180	75	231	0.105633802816901	0.0440140845070423	0.13556338028169	0.00112989945899344	0.0492645861136863	0.00030648002776936	3.76990554365224e-11	0.181669371624454	5.24804850480626e-10	0.0570267627540157	1	0.0165499214995454	1.31946694027828e-09	1	2.25666085706669e-08
OPC1	0.0142387276425251	95	20	115	43	17	49	0.18859649122807	0.0745614035087719	0.214912280701754	0.00290352310849864	0.0690905168511861	0.00934870754680922	4.45498928700502e-11	0.240827824658005	7.15701982029941e-10	0.136465586099436	1	0.392645716965987	1.51469635758171e-09	1	3.00594832452575e-08
Vip7	0.0584649761712493	270	83	353	150	75	195	0.0916870415647922	0.0458435207823961	0.11919315403423	0.253484813509526	0.0256872469143868	0.173952311007618	9.3286824899263e-10	0.0460644472049783	7.20966203899683e-10	1	1	1	2.33217062248158e-08	1	3.00594832452575e-08
Vip2	0.0508624713027114	251	63	314	135	53	164	0.101963746223565	0.0400302114803625	0.123867069486405	0.0280412055500108	0.295104330668317	0.0897233852180931	9.10603951900202e-12	0.351776514365365	7.54653293345264e-10	1	1	1	3.91559699317087e-10	1	3.01861317338106e-08
Sst1	0.0244066429796084	142	31	173	67	28	78	0.144396551724138	0.0603448275862069	0.168103448275862	9.03011179715509e-05	0.0156969627648011	0.000570018869962818	1.46137615837419e-11	0.355394872062277	8.79731137839285e-10	0.00487626037046375	0.784848138240055	0.0296409812380665	5.69936701765934e-10	1	3.43095143757321e-08
Lamp5Lhx61	0.0541343659828376	248	82	330	137	71	179	0.0900723208415516	0.0466798159105851	0.117685733070348	0.322379971119955	0.019480007888987	0.229494803563892	9.24131356718191e-09	0.0127559658042544	1.01288237807453e-09	1	0.915560370782389	1	2.03308898478002e-07	0.714334085038246	3.76733009773299e-08
Vip1	0.0480909139340513	245	54	299	139	47	164	0.107005388760585	0.0361816782140108	0.126250962278676	0.00673669174855671	0.611935086315767	0.0631172125199435	7.61951262400971e-13	0.652735231191912	9.91402657298155e-10	0.289677745187939	1	1	3.65736605952466e-11	1	3.76733009773299e-08
L6ITCar32	0.0744529102325651	346	86	432	208	79	257	0.0954566314823313	0.0362551629187701	0.117944011014227	0.0413001440779637	0.564643213881899	0.125676291316997	1.43112510207172e-12	0.5812910327413	1.13173820195457e-09	1	1	1	6.58317546952991e-11	1	4.07425752703645e-08
L5ET2	0.0315196408111271	172	38	210	83	33	102	0.106958762886598	0.0425257731958763	0.131443298969072	0.0358811281194486	0.250586843613133	0.0610579286979733	1.55722671738906e-11	0.458786960734103	2.14046615522908e-09	1	1	1	5.91746152607843e-10	1	7.49163154330178e-08
MicroPVM1	0.0174480303733558	115	17	132	41	17	49	0.0978520286396181	0.0405727923627685	0.116945107398568	0.478661723570211	0.563825644924868	0.662006696835338	8.86188371056286e-13	0.811979403416731	2.1854054803626e-09	1	1	1	4.16508534396454e-11	1	7.49163154330178e-08
Vip8	0.0488933408216378	229	72	301	138	64	181	0.0955017301038062	0.0442906574394464	0.125259515570934	0.142182640175091	0.0777241707691715	0.064435186665169	6.23955116287695e-09	0.0319048554377253	2.25476202913555e-09	1	1	1	1.4350967674617e-07	1	7.49163154330178e-08
Vip3	0.044284019609534	218	59	277	126	54	163	0.101941747572816	0.0436893203883495	0.131877022653722	0.0360493706251219	0.121488070755748	0.0159417578174341	2.80159231178368e-10	0.178564617905739	2.43239332710159e-09	1	1	0.653612070514798	8.56531719958579e-09	1	7.78365864672509e-08
Lamp52	0.0422354565971545	209	56	265	120	53	152	0.0994200497100249	0.043910521955261	0.125932062966031	0.0964225023460886	0.145467398871653	0.100267725915427	4.38294475125102e-10	0.195354391737187	4.1713304693226e-09	1	1	1	1.2710539778628e-08	1	1.29311244549001e-07
Pvalb4	0.0525917876944877	257	61	318	149	58	184	0.0942441492726123	0.036685641998735	0.116382036685642	0.115869464432522	0.544036457652525	0.263059846554344	1.31859796447151e-11	0.559715997314189	4.59978376713134e-09	1	1	1	5.37993543122253e-10	1	1.3799351301394e-07
L23IT2	0.059807674372955	285	69	354	165	64	203	0.0898203592814371	0.0348394120849211	0.110506260206859	0.302606936833	0.679869590797589	0.55675472597137	1.31217937346891e-11	0.579629589591284	5.52873587040848e-09	1	1	1	5.37993543122253e-10	1	1.60333340241846e-07
L6CT1	0.064096257713946	301	73	374	166	68	204	0.0872306883867578	0.0357330530740935	0.107199159222281	0.47053814959693	0.662448529877441	0.778892807533837	1.60061265985689e-11	0.62535693330036	9.12359334040308e-09	1	1	1	5.92226684147049e-10	1	2.55460613531286e-07
L6b1	0.0471898156705389	231	56	287	129	50	158	0.0966292134831461	0.0374531835205993	0.118352059925094	0.162470996821896	0.502084789742252	0.309018265096028	1.31277776057683e-10	0.488848360052201	1.60789558808779e-08	1	1	1	4.20088883384586e-09	1	4.34131808783703e-07
Endo1	0.0139402284728993	90	18	108	33	17	42	0.139830508474576	0.0720338983050847	0.177966101694915	0.147012450799697	0.0659498579799722	0.0957028591915187	6.94301108166892e-10	0.376069551215771	1.89868997155754e-08	1	1	1	1.80518288123392e-08	1	4.87769709490983e-07
Vip4	0.0517932514470232	246	64	310	143	54	175	0.102729885057471	0.0387931034482759	0.125718390804598	0.0353474394142378	0.453721064563704	0.0927049153897876	4.89566984033102e-10	0.357507097433857	1.87603734419609e-08	1	1	1	1.37078755529269e-08	1	4.87769709490983e-07
Chandelier1	0.0503279612284695	228	73	301	134	66	177	0.0954415954415954	0.047008547008547	0.126068376068376	0.13513980768968	0.0222877336163814	0.0462056436721496	8.73087981886519e-08	0.0405400456028375	3.25762973353314e-08	1	1	1	1.48424956920708e-06	1	7.40410695856822e-07
L6IT1	0.0695220191956556	313	84	397	186	74	231	0.0867942137190854	0.0345310312645824	0.107792813812412	0.369962437912806	0.707005790293308	0.63944643916612	5.3696135953994e-10	0.411571559680008	3.17637999215881e-08	1	1	1	1.44979567075784e-08	1	7.40410695856822e-07
Vip5	0.0568418324880714	270	64	334	151	58	187	0.105080027835769	0.0403618649965205	0.130132219902575	0.0110703414263333	0.31575602236654	0.0229396034728863	6.49538719579483e-11	0.655000983992419	3.08504456607009e-08	0.453883998479665	1	0.917584138915452	2.14347777461229e-09	1	7.40410695856822e-07
OPC2	0.0287061312026519	145	43	188	75	40	99	0.117739403453689	0.0627943485086342	0.15541601255887	0.0339441395805681	0.00432610889852956	0.00703682612687998	6.69913402650369e-08	0.066760338238278	4.77915942543298e-08	1	0.229283771622067	0.302583523455839	1.20584412477066e-06	1	1.00362347934093e-06
L5IT2	0.0615166551206889	274	81	355	150	71	193	0.0790305584826133	0.0374077976817703	0.101685985247629	0.867007800200941	0.40937355168075	0.910309616757598	1.80114618032582e-08	0.159062543094531	6.5869112854166e-08	1	1	1	3.78240697868422e-07	1	1.31738225708332e-06
Pvalb2	0.0520778893800492	232	74	306	144	67	185	0.104046242774566	0.0484104046242775	0.133670520231214	0.00859767591486015	0.0145736241365351	0.00421607587964755	2.33140979043154e-07	0.0561664864056524	1.20067078539074e-07	0.361102388424126	0.74325483096329	0.185507338704492	3.26397370660416e-06	1	2.28127449224241e-06
L5IT1	0.0592334401440384	265	75	340	160	65	200	0.0899887514060742	0.0365579302587177	0.112485939257593	0.282900672545653	0.539168649849175	0.446538086438419	2.16411940356741e-08	0.26857655207759	2.0690442312938e-07	1	1	1	4.32823880713482e-07	1	3.72427961632884e-06
L6CT2	0.0391518014139924	194	41	235	103	38	124	0.103103103103103	0.038038038038038	0.124124124124124	0.0571434207285274	0.528290813396	0.177029982489882	1.71188715544389e-09	0.794103866762051	8.36166144324661e-07	1	1	1	4.10852917306534e-08	1	1.42148244535192e-05
L56NP1	0.0553462980141683	248	65	313	148	58	180	0.0954223081882656	0.0373952288845906	0.11605415860735	0.121617776859429	0.495207994014471	0.334225212880601	5.55816392020403e-08	0.519529998755496	2.15952034824208e-06	1	1	1	1.05605114483877e-06	1	3.45523255718733e-05
L23IT3	0.0547929884011173	239	70	309	136	67	180	0.074398249452954	0.0366520787746171	0.0984682713347921	0.965583663628939	0.516691762463079	0.960927842754228	7.16137548499342e-07	0.252397154543323	3.13263962956817e-06	1	1	1	7.16137548499342e-06	1	4.69895944435225e-05
Sst2	0.0553655068805055	242	69	311	140	66	177	0.0916230366492147	0.0431937172774869	0.115837696335079	0.249022862872304	0.106094686965349	0.322681917960585	5.22989169536264e-07	0.324658906616046	3.95989782148928e-06	1	1	1	6.27587003443517e-06	1	5.54385695008499e-05
L23IT1	0.0555380152173166	247	64	311	146	60	185	0.0813823857302118	0.0334448160535117	0.103121516164994	0.72880549374638	0.764008034145118	0.842396599506228	1.06364555043087e-07	0.581516726581388	5.03759930112078e-06	1	1	1	1.5954683256463e-06	1	6.54887909145701e-05
Pax61	0.051546710952389	221	70	291	131	62	169	0.0874499332443258	0.041388518024032	0.112817089452603	0.514104031177315	0.207123580527886	0.510843543690302	5.7899764181486e-06	0.120600516811918	5.63380493844357e-06	1	1	1	4.05298349270402e-05	1	6.54887909145701e-05
Sst8	0.0526944802174953	234	63	297	136	60	173	0.0880258899676375	0.0388349514563107	0.111974110032362	0.397210428751969	0.339473895432634	0.468383480963088	2.60757097350727e-07	0.461914004441216	5.08948346803957e-06	1	1	1	3.38984226555945e-06	1	6.54887909145701e-05
Sst9	0.0594325455287475	255	75	330	153	66	194	0.0953865336658354	0.0411471321695761	0.120947630922693	0.127075856826367	0.241310180612313	0.158531024988216	1.03057282455429e-06	0.278297773593195	5.10298779361733e-06	1	1	1	9.27515542098861e-06	1	6.54887909145701e-05
L6b3	0.0427029352314662	199	46	245	107	40	131	0.0895397489539749	0.0334728033472803	0.109623430962343	0.411497331310189	0.779499072751248	0.649329053017563	8.98206610008148e-08	0.746226663196354	1.10272818877681e-05	1	1	1	1.48424956920708e-06	1	9.92455369899129e-05
Sncg1	0.0249060191828258	121	33	154	68	31	84	0.12781954887218	0.0582706766917293	0.157894736842105	0.00275496658753029	0.0200612488910593	0.00297318118540318	4.86522286631447e-06	0.266157895388801	1.51488343855881e-05	0.132238396201454	0.922817448988728	0.139739515713949	3.89217829305158e-05	1	0.000120106127266707
Sst4	0.0475631688086527	196	72	268	111	64	151	0.0861132660977502	0.0496508921644686	0.117145073700543	0.666613819984808	0.0133412043515322	0.387906337753595	0.000161487337867306	0.0190019215593599	1.50132659083384e-05	1	0.693742626279674	1	0.000484462013601918	1	0.000120106127266707
VLMC1	0.00536418045420008	41	5	46	14	5	15	0.134615384615385	0.0480769230769231	0.144230769230769	0.350570896586991	0.60747417826472	0.613104375351208	5.23401760024435e-07	0.754192599242602	1.99981289080437e-05	1	1	1	6.27587003443517e-06	1	0.000120106127266707
Sst7	0.0534918736838104	227	67	294	126	62	167	0.0893617021276596	0.0439716312056738	0.118439716312057	0.488709974751839	0.112523714112395	0.324861476459796	8.34545135451727e-06	0.312860559616526	3.42412285370853e-05	1	1	1	5.00727081271036e-05	1	0.000171206142685426
L4IT1	0.0563863544082317	234	68	302	146	59	182	0.0896255371393493	0.0362185389809699	0.111724984653161	0.39714466724862	0.575255889876127	0.561102245888577	2.4938010133767e-05	0.430226096488289	0.000152827986011627	1	1	1	0.000124690050668835	1	0.000611311944046508
Sst6	0.0452147772137837	193	55	248	108	51	140	0.0900750625521268	0.042535446205171	0.116763969974979	0.477744750896625	0.234028440755984	0.442901025578036	2.87847265474127e-05	0.415594051163881	0.000155869191914494	1	1	1	0.000124690050668835	1	0.000611311944046508
Sst3	0.0491725085069885	197	62	259	121	57	164	0.0844972067039106	0.039804469273743	0.114525139664804	0.688349064938516	0.316796606155343	0.429524140006769	0.000612721728096436	0.302471774377622	0.0010787877509275	1	1	1	0.00100419707346138	1	0.00143232284494601
Sst5	0.0450331786953213	183	58	241	113	54	149	0.0846441947565543	0.0404494382022472	0.111610486891386	0.656401717812136	0.278243191320768	0.552543238849876	0.000502098536730688	0.255389614183814	0.000716161422473004	1	1	1	0.00100419707346138	1	0.00143232284494601
