sample_ID	expr	species	cell_type
rhesusQ19260102	353.364578989524	Rhesus	Endo1
rhesusQ19260112	226.830909332898	Rhesus	Endo1
rhesusQ19260152	346.285431649444	Rhesus	Endo1
marmosetbi0052	258.786544476932	Marmoset	Endo1
marmosetbi0062	265.349624148029	Marmoset	Endo1
marmosetbi0072	267.188459871176	Marmoset	Endo1
humanH18300013	1253.59622797618	Human	L23IT1
humanH18300023	893.921817376078	Human	L23IT1
humanH19300013	1028.98280865657	Human	L23IT1
humanH19300023	1146.64935340401	Human	L23IT1
humanH20010232	1248.05128149885	Human	L23IT1
chimpC19320013	1075.74367684618	Chimp	L23IT1
chimpC19320023	1266.00941536742	Chimp	L23IT1
chimpC19320033	1211.09516620715	Chimp	L23IT1
chimpC19320043	1012.2084309629	Chimp	L23IT1
chimpC19320053	932.973204337341	Chimp	L23IT1
chimpC19320063	801.529537026677	Chimp	L23IT1
chimpC19320073	954.198452183196	Chimp	L23IT1
gorillaG19320013	828.976517447608	Gorilla	L23IT1
gorillaG19320023	1020.7427189037	Gorilla	L23IT1
gorillaG20320013	499.254284829296	Gorilla	L23IT1
gorillaG20320023	608.485810889858	Gorilla	L23IT1
rhesusQ19260103	1725.62008798258	Rhesus	L23IT1
rhesusQ19260113	1307.85713417779	Rhesus	L23IT1
rhesusQ19260153	969.372519854738	Rhesus	L23IT1
marmosetbi0053	1183.11836029071	Marmoset	L23IT1
marmosetbi0063	1448.07434642949	Marmoset	L23IT1
marmosetbi0073	1438.21923416668	Marmoset	L23IT1
humanH18300014	320.511055492447	Human	L23IT2
humanH18300024	207.55076784013	Human	L23IT2
humanH19300014	360.944537086563	Human	L23IT2
humanH19300024	234.879902975708	Human	L23IT2
humanH20010233	226.934207315188	Human	L23IT2
chimpC19320014	226.746894405984	Chimp	L23IT2
chimpC19320024	256.41680651006	Chimp	L23IT2
chimpC19320034	397.735817308664	Chimp	L23IT2
chimpC19320044	218.23549856839	Chimp	L23IT2
chimpC19320054	192.850256237157	Chimp	L23IT2
chimpC19320064	166.368663910735	Chimp	L23IT2
chimpC19320074	140.31341386498	Chimp	L23IT2
gorillaG19320014	189.224197813869	Gorilla	L23IT2
gorillaG19320024	180.296032304881	Gorilla	L23IT2
gorillaG20320014	113.366467641168	Gorilla	L23IT2
gorillaG20320024	50.542947059856	Gorilla	L23IT2
rhesusQ19260104	627.872140627324	Rhesus	L23IT2
rhesusQ19260114	685.350365175228	Rhesus	L23IT2
rhesusQ19260154	386.700177396051	Rhesus	L23IT2
marmosetbi0054	426.906629563776	Marmoset	L23IT2
marmosetbi0064	556.879006500753	Marmoset	L23IT2
marmosetbi0074	369.490552434492	Marmoset	L23IT2
humanH18300015	1161.35976596196	Human	L23IT3
humanH18300025	698.573246539767	Human	L23IT3
humanH19300015	847.590965334807	Human	L23IT3
humanH19300025	739.546243658101	Human	L23IT3
humanH20010234	1121.76602866512	Human	L23IT3
chimpC19320015	899.142720316943	Chimp	L23IT3
chimpC19320025	1170.71268382661	Chimp	L23IT3
chimpC19320035	908.506752432951	Chimp	L23IT3
chimpC19320045	827.307985623686	Chimp	L23IT3
chimpC19320055	897.947823336828	Chimp	L23IT3
chimpC19320065	721.38880521126	Chimp	L23IT3
chimpC19320075	880.375456755886	Chimp	L23IT3
gorillaG19320015	986.396238572136	Gorilla	L23IT3
gorillaG19320025	1006.95729389222	Gorilla	L23IT3
gorillaG20320015	703.763320898606	Gorilla	L23IT3
gorillaG20320025	416.190086655548	Gorilla	L23IT3
rhesusQ19260105	1082.03689211572	Rhesus	L23IT3
rhesusQ19260115	1126.74546417054	Rhesus	L23IT3
rhesusQ19260155	606.91870699574	Rhesus	L23IT3
marmosetbi0055	1044.70516224902	Marmoset	L23IT3
marmosetbi0065	1068.38728182582	Marmoset	L23IT3
marmosetbi0075	931.364525011594	Marmoset	L23IT3
humanH18300016	487.255291312241	Human	L4IT1
humanH18300026	293.418743424845	Human	L4IT1
humanH19300016	354.397134028096	Human	L4IT1
humanH19300026	345.285699472259	Human	L4IT1
humanH20010235	466.738813202563	Human	L4IT1
chimpC19320016	370.770644158443	Chimp	L4IT1
chimpC19320026	372.34277045104	Chimp	L4IT1
chimpC19320036	336.596130842549	Chimp	L4IT1
chimpC19320046	178.217621895864	Chimp	L4IT1
chimpC19320056	365.291514046882	Chimp	L4IT1
chimpC19320066	349.687174404008	Chimp	L4IT1
chimpC19320076	263.380630311934	Chimp	L4IT1
gorillaG19320016	334.423433427727	Gorilla	L4IT1
gorillaG19320026	305.806326567642	Gorilla	L4IT1
gorillaG20320016	188.572882010051	Gorilla	L4IT1
gorillaG20320026	216.88466327473	Gorilla	L4IT1
rhesusQ19260106	563.633009857523	Rhesus	L4IT1
rhesusQ19260116	558.245809971167	Rhesus	L4IT1
rhesusQ19260156	365.056431974036	Rhesus	L4IT1
marmosetbi0056	430.521381040259	Marmoset	L4IT1
marmosetbi0066	220.434678013622	Marmoset	L4IT1
marmosetbi0076	336.322436702683	Marmoset	L4IT1
humanH18300017	508.029378697217	Human	L4IT2
humanH18300027	508.186133929477	Human	L4IT2
humanH19300017	578.295293754169	Human	L4IT2
humanH19300027	483.874675425824	Human	L4IT2
humanH20010236	633.99967959191	Human	L4IT2
chimpC19320017	572.178504894763	Chimp	L4IT2
chimpC19320027	802.310295090342	Chimp	L4IT2
chimpC19320037	719.958877413396	Chimp	L4IT2
chimpC19320047	468.884431141228	Chimp	L4IT2
chimpC19320057	626.529126430054	Chimp	L4IT2
chimpC19320067	504.270027649802	Chimp	L4IT2
chimpC19320077	447.633625392943	Chimp	L4IT2
gorillaG19320017	384.19966544261	Gorilla	L4IT2
gorillaG19320027	480.686028453663	Gorilla	L4IT2
gorillaG20320017	224.081067229151	Gorilla	L4IT2
gorillaG20320027	283.829674286243	Gorilla	L4IT2
rhesusQ19260107	569.707905247087	Rhesus	L4IT2
rhesusQ19260117	630.830797642644	Rhesus	L4IT2
rhesusQ19260157	639.1402031076	Rhesus	L4IT2
marmosetbi0057	619.026364611359	Marmoset	L4IT2
marmosetbi0067	591.350481710582	Marmoset	L4IT2
marmosetbi0077	603.342427658405	Marmoset	L4IT2
humanH18300018	450.451304857545	Human	L56NP1
humanH18300028	257.842976747485	Human	L56NP1
humanH19300018	287.336221532446	Human	L56NP1
humanH19300028	291.577585303456	Human	L56NP1
humanH20010237	324.640386149173	Human	L56NP1
chimpC19320018	26.9218138565132	Chimp	L56NP1
chimpC19320028	37.1366347328045	Chimp	L56NP1
chimpC19320038	23.8587926630208	Chimp	L56NP1
chimpC19320048	28.0099327447133	Chimp	L56NP1
chimpC19320058	24.1717264840172	Chimp	L56NP1
chimpC19320068	74.3550878027157	Chimp	L56NP1
chimpC19320078	30.6180267883338	Chimp	L56NP1
gorillaG19320018	225.211023513024	Gorilla	L56NP1
gorillaG19320028	177.229667255642	Gorilla	L56NP1
gorillaG20320018	194.078553472909	Gorilla	L56NP1
gorillaG20320028	144.918635182338	Gorilla	L56NP1
rhesusQ19260108	433.704896341389	Rhesus	L56NP1
rhesusQ19260118	364.250367243695	Rhesus	L56NP1
rhesusQ19260158	244.956832319173	Rhesus	L56NP1
marmosetbi0058	405.327570020025	Marmoset	L56NP1
marmosetbi0068	392.955058336917	Marmoset	L56NP1
marmosetbi0078	466.529281201601	Marmoset	L56NP1
humanH18300019	385.76449495913	Human	L56NP2
humanH18300029	305.118180252676	Human	L56NP2
humanH19300019	291.22219489261	Human	L56NP2
humanH19300029	321.562617655047	Human	L56NP2
humanH20010238	364.579988812441	Human	L56NP2
chimpC19320019	214.023078011394	Chimp	L56NP2
chimpC19320029	181.444815673321	Chimp	L56NP2
chimpC19320039	222.574321649147	Chimp	L56NP2
chimpC19320049	148.156040376007	Chimp	L56NP2
chimpC19320059	212.927808136003	Chimp	L56NP2
chimpC19320069	220.790160798551	Chimp	L56NP2
chimpC19320079	179.867302161293	Chimp	L56NP2
gorillaG19320019	514.870583429426	Gorilla	L56NP2
gorillaG19320029	389.254318860261	Gorilla	L56NP2
gorillaG20320019	280.388689473122	Gorilla	L56NP2
gorillaG20320029	262.682825056482	Gorilla	L56NP2
rhesusQ19260109	625.814545688695	Rhesus	L56NP2
rhesusQ19260119	450.731646262012	Rhesus	L56NP2
rhesusQ19260159	557.72292509222	Rhesus	L56NP2
marmosetbi0059	517.235537383317	Marmoset	L56NP2
marmosetbi0069	395.777228113871	Marmoset	L56NP2
marmosetbi0079	599.793464135418	Marmoset	L56NP2
humanH183000110	351.511753238998	Human	L5ET1
humanH183000210	340.676354935281	Human	L5ET1
humanH193000110	300.997939247161	Human	L5ET1
humanH193000210	329.31566249146	Human	L5ET1
humanH20010239	268.214809674104	Human	L5ET1
chimpC193200110	245.349851847	Chimp	L5ET1
chimpC193200210	459.549537899802	Chimp	L5ET1
chimpC193200310	323.997547973482	Chimp	L5ET1
chimpC193200410	196.272876959806	Chimp	L5ET1
chimpC193200510	296.567365304732	Chimp	L5ET1
chimpC193200610	218.191829385021	Chimp	L5ET1
chimpC193200710	203.67478208191	Chimp	L5ET1
gorillaG193200110	220.591683358015	Gorilla	L5ET1
gorillaG193200210	272.459985104906	Gorilla	L5ET1
gorillaG203200110	175.033069082946	Gorilla	L5ET1
gorillaG203200210	164.138452332881	Gorilla	L5ET1
rhesusQ192601010	369.126308868084	Rhesus	L5ET1
rhesusQ192601110	459.038179319153	Rhesus	L5ET1
rhesusQ192601510	413.860932388836	Rhesus	L5ET1
marmosetbi00510	323.597395889732	Marmoset	L5ET1
marmosetbi00610	266.366490256332	Marmoset	L5ET1
marmosetbi00710	357.940852483388	Marmoset	L5ET1
humanH183000111	139.026326665664	Human	L5ET2
humanH183000211	123.020516524401	Human	L5ET2
humanH193000111	138.656535678044	Human	L5ET2
humanH193000211	90.4270491139223	Human	L5ET2
humanH200102310	105.568250800919	Human	L5ET2
chimpC193200111	118.87765044517	Chimp	L5ET2
chimpC193200211	336.851578381487	Chimp	L5ET2
chimpC193200311	356.149478863017	Chimp	L5ET2
chimpC193200411	192.960692074563	Chimp	L5ET2
chimpC193200511	210.666685361729	Chimp	L5ET2
chimpC193200611	163.491980811553	Chimp	L5ET2
chimpC193200711	183.432045092939	Chimp	L5ET2
gorillaG193200111	129.776932253549	Gorilla	L5ET2
gorillaG193200211	183.148470679216	Gorilla	L5ET2
gorillaG203200111	170.811712988136	Gorilla	L5ET2
gorillaG203200211	154.502323586615	Gorilla	L5ET2
rhesusQ192601011	371.212384649153	Rhesus	L5ET2
rhesusQ192601111	320.092611734776	Rhesus	L5ET2
rhesusQ192601511	294.723171167019	Rhesus	L5ET2
marmosetbi00511	277.410290025072	Marmoset	L5ET2
marmosetbi00611	236.017645119452	Marmoset	L5ET2
marmosetbi00711	231.642574060832	Marmoset	L5ET2
humanH183000112	376.892627535253	Human	L5IT1
humanH183000212	352.144859074375	Human	L5IT1
humanH193000112	330.765803644766	Human	L5IT1
humanH193000212	308.609716171092	Human	L5IT1
humanH200102311	505.900686435676	Human	L5IT1
chimpC193200112	383.00526766499	Chimp	L5IT1
chimpC193200212	190.529070728722	Chimp	L5IT1
chimpC193200312	215.195974301937	Chimp	L5IT1
chimpC193200412	244.029334561569	Chimp	L5IT1
chimpC193200512	340.452912794636	Chimp	L5IT1
chimpC193200612	220.101234013113	Chimp	L5IT1
chimpC193200712	170.294046001961	Chimp	L5IT1
gorillaG193200112	83.0737755121598	Gorilla	L5IT1
gorillaG193200212	38.6266205311347	Gorilla	L5IT1
gorillaG203200112	87.4271498467122	Gorilla	L5IT1
gorillaG203200212	37.1008243266727	Gorilla	L5IT1
rhesusQ192601012	286.647923857936	Rhesus	L5IT1
rhesusQ192601112	330.509020466976	Rhesus	L5IT1
rhesusQ192601512	184.020452724816	Rhesus	L5IT1
marmosetbi00512	295.657972992795	Marmoset	L5IT1
marmosetbi00612	234.168412827138	Marmoset	L5IT1
marmosetbi00712	281.028912437869	Marmoset	L5IT1
humanH183000113	902.908819305688	Human	L5IT2
humanH183000213	741.962330321864	Human	L5IT2
humanH193000113	902.749184259852	Human	L5IT2
humanH193000213	680.749515458205	Human	L5IT2
humanH200102312	977.663565199318	Human	L5IT2
chimpC193200113	463.805322626366	Chimp	L5IT2
chimpC193200213	1299.12207516018	Chimp	L5IT2
chimpC193200313	734.630240086112	Chimp	L5IT2
chimpC193200413	546.477191124978	Chimp	L5IT2
chimpC193200513	782.179302523067	Chimp	L5IT2
chimpC193200613	475.191806398481	Chimp	L5IT2
chimpC193200713	463.439452266312	Chimp	L5IT2
gorillaG193200113	428.179334803572	Gorilla	L5IT2
gorillaG193200213	503.522091908631	Gorilla	L5IT2
gorillaG203200113	295.003561403397	Gorilla	L5IT2
gorillaG203200213	164.764504392992	Gorilla	L5IT2
rhesusQ192601013	1078.85734818601	Rhesus	L5IT2
rhesusQ192601113	932.748525873102	Rhesus	L5IT2
rhesusQ192601513	568.039993525497	Rhesus	L5IT2
marmosetbi00513	974.664493369288	Marmoset	L5IT2
marmosetbi00613	795.898381293312	Marmoset	L5IT2
marmosetbi00713	970.199268492067	Marmoset	L5IT2
humanH183000114	1307.82003381182	Human	L6CT1
humanH183000214	1044.13453710713	Human	L6CT1
humanH193000114	1072.56058593433	Human	L6CT1
humanH193000214	1297.6404002784	Human	L6CT1
humanH200102313	1229.79296659252	Human	L6CT1
chimpC193200114	1701.2708752041	Chimp	L6CT1
chimpC193200214	1969.51162062909	Chimp	L6CT1
chimpC193200314	1751.44670868566	Chimp	L6CT1
chimpC193200414	1364.9195673875	Chimp	L6CT1
chimpC193200514	1447.93515827921	Chimp	L6CT1
chimpC193200614	1093.39977868604	Chimp	L6CT1
chimpC193200714	1500.14483379579	Chimp	L6CT1
gorillaG193200114	1343.43803720048	Gorilla	L6CT1
gorillaG193200214	1091.01336810132	Gorilla	L6CT1
gorillaG203200114	963.434908385631	Gorilla	L6CT1
gorillaG203200214	1231.37106012608	Gorilla	L6CT1
rhesusQ192601014	1781.11152926432	Rhesus	L6CT1
rhesusQ192601114	1590.19208608284	Rhesus	L6CT1
rhesusQ192601514	1070.19507287111	Rhesus	L6CT1
marmosetbi00514	1242.94700701779	Marmoset	L6CT1
marmosetbi00614	1150.36326712756	Marmoset	L6CT1
marmosetbi00714	1321.95817734361	Marmoset	L6CT1
humanH183000115	582.477110700055	Human	L6CT2
humanH183000215	456.208262534135	Human	L6CT2
humanH193000115	478.177641139763	Human	L6CT2
humanH193000215	510.360408619273	Human	L6CT2
humanH200102314	495.00647224748	Human	L6CT2
chimpC193200115	754.846193410834	Chimp	L6CT2
chimpC193200215	728.552472202202	Chimp	L6CT2
chimpC193200315	658.525836946783	Chimp	L6CT2
chimpC193200415	570.103684964235	Chimp	L6CT2
chimpC193200515	539.891950621797	Chimp	L6CT2
chimpC193200615	531.65950116355	Chimp	L6CT2
chimpC193200715	593.1645549225	Chimp	L6CT2
gorillaG193200115	538.85143142253	Gorilla	L6CT2
gorillaG193200215	494.023669761628	Gorilla	L6CT2
gorillaG203200115	464.386450288629	Gorilla	L6CT2
gorillaG203200215	690.98632000033	Gorilla	L6CT2
rhesusQ192601015	842.313592942398	Rhesus	L6CT2
rhesusQ192601115	686.747052136233	Rhesus	L6CT2
rhesusQ192601515	422.227501487725	Rhesus	L6CT2
marmosetbi00515	773.469175947344	Marmoset	L6CT2
marmosetbi00615	670.151348624089	Marmoset	L6CT2
marmosetbi00715	675.850909412421	Marmoset	L6CT2
humanH183000116	1417.12134257734	Human	L6IT1
humanH183000216	1078.26517736613	Human	L6IT1
humanH193000116	1150.81373387299	Human	L6IT1
humanH193000216	1217.40616244611	Human	L6IT1
humanH200102315	1123.47875111453	Human	L6IT1
chimpC193200116	1258.03885091128	Chimp	L6IT1
chimpC193200216	1856.7876282253	Chimp	L6IT1
chimpC193200316	1507.61618361186	Chimp	L6IT1
chimpC193200416	1213.00446000125	Chimp	L6IT1
chimpC193200516	1512.59443273052	Chimp	L6IT1
chimpC193200616	940.707379661128	Chimp	L6IT1
chimpC193200716	1265.72329124341	Chimp	L6IT1
gorillaG193200116	964.780410107408	Gorilla	L6IT1
gorillaG193200216	901.581388940462	Gorilla	L6IT1
gorillaG203200116	699.841945490901	Gorilla	L6IT1
gorillaG203200216	709.261889620016	Gorilla	L6IT1
rhesusQ192601016	1370.43290026261	Rhesus	L6IT1
rhesusQ192601116	1245.21733388487	Rhesus	L6IT1
rhesusQ192601516	722.275635481385	Rhesus	L6IT1
marmosetbi00516	1221.6386601982	Marmoset	L6IT1
marmosetbi00616	1196.21883436847	Marmoset	L6IT1
marmosetbi00716	1103.8542537478	Marmoset	L6IT1
humanH183000117	393.420534453479	Human	L6ITCar31
humanH183000217	291.625823916995	Human	L6ITCar31
humanH193000117	266.092669395938	Human	L6ITCar31
humanH193000217	261.446877774924	Human	L6ITCar31
humanH200102316	335.223610192395	Human	L6ITCar31
chimpC193200117	339.227095150228	Chimp	L6ITCar31
chimpC193200217	446.585602470316	Chimp	L6ITCar31
chimpC193200317	424.491901539069	Chimp	L6ITCar31
chimpC193200417	406.913131617451	Chimp	L6ITCar31
chimpC193200517	367.050736282484	Chimp	L6ITCar31
chimpC193200617	321.764401889232	Chimp	L6ITCar31
chimpC193200717	298.872544649993	Chimp	L6ITCar31
gorillaG193200117	187.116830742283	Gorilla	L6ITCar31
gorillaG193200217	165.021098126219	Gorilla	L6ITCar31
gorillaG203200117	148.153226014253	Gorilla	L6ITCar31
gorillaG203200217	55.0401800275523	Gorilla	L6ITCar31
rhesusQ192601017	207.133747143838	Rhesus	L6ITCar31
rhesusQ192601117	114.259417661656	Rhesus	L6ITCar31
rhesusQ192601517	152.464471660514	Rhesus	L6ITCar31
marmosetbi00517	481.820530071589	Marmoset	L6ITCar31
marmosetbi00617	442.300948159752	Marmoset	L6ITCar31
marmosetbi00717	526.017471365203	Marmoset	L6ITCar31
humanH183000118	1103.42267353927	Human	L6ITCar32
humanH183000218	687.252415767878	Human	L6ITCar32
humanH193000118	752.534936272205	Human	L6ITCar32
humanH193000218	488.854037522666	Human	L6ITCar32
humanH200102317	824.762651913743	Human	L6ITCar32
chimpC193200118	627.1864746569	Chimp	L6ITCar32
chimpC193200218	995.060451715078	Chimp	L6ITCar32
chimpC193200318	889.347717890893	Chimp	L6ITCar32
chimpC193200418	678.491056882488	Chimp	L6ITCar32
chimpC193200518	721.379383697657	Chimp	L6ITCar32
chimpC193200618	803.961900920518	Chimp	L6ITCar32
chimpC193200718	564.065557679189	Chimp	L6ITCar32
gorillaG193200118	822.792863317678	Gorilla	L6ITCar32
gorillaG193200218	715.860464626956	Gorilla	L6ITCar32
gorillaG203200118	453.82398103999	Gorilla	L6ITCar32
gorillaG203200218	289.222704815827	Gorilla	L6ITCar32
rhesusQ192601018	376.606636595379	Rhesus	L6ITCar32
rhesusQ192601118	239.820185662162	Rhesus	L6ITCar32
rhesusQ192601518	227.117599488507	Rhesus	L6ITCar32
marmosetbi00518	534.389370219265	Marmoset	L6ITCar32
marmosetbi00618	441.698633978358	Marmoset	L6ITCar32
marmosetbi00718	494.423684628995	Marmoset	L6ITCar32
humanH183000119	301.867571115364	Human	L6b1
humanH183000219	303.44869567184	Human	L6b1
humanH193000119	359.918632411725	Human	L6b1
humanH193000219	348.753511695744	Human	L6b1
humanH200102318	275.74964223517	Human	L6b1
chimpC193200119	428.205015527392	Chimp	L6b1
chimpC193200219	718.265673496193	Chimp	L6b1
chimpC193200319	446.931159803837	Chimp	L6b1
chimpC193200419	308.016051218722	Chimp	L6b1
chimpC193200519	291.198553340508	Chimp	L6b1
chimpC193200719	338.222689932609	Chimp	L6b1
gorillaG193200119	267.779624879133	Gorilla	L6b1
gorillaG193200219	301.847106525923	Gorilla	L6b1
gorillaG203200119	284.316050114525	Gorilla	L6b1
gorillaG203200219	412.310482909235	Gorilla	L6b1
rhesusQ192601019	518.716273536956	Rhesus	L6b1
rhesusQ192601119	558.157584772949	Rhesus	L6b1
rhesusQ192601519	380.55589995962	Rhesus	L6b1
marmosetbi00519	474.109701221364	Marmoset	L6b1
marmosetbi00619	335.429351098458	Marmoset	L6b1
marmosetbi00719	338.670320812764	Marmoset	L6b1
humanH183000120	870.528414841006	Human	L6b2
humanH183000220	684.760006449701	Human	L6b2
humanH193000120	680.748621640687	Human	L6b2
humanH193000220	738.835442449305	Human	L6b2
humanH200102319	895.626332426861	Human	L6b2
chimpC193200120	1098.75307705432	Chimp	L6b2
chimpC193200220	1554.03918871702	Chimp	L6b2
chimpC193200320	1246.69196884925	Chimp	L6b2
chimpC193200420	1039.19635728242	Chimp	L6b2
chimpC193200520	984.577579625558	Chimp	L6b2
chimpC193200619	819.462646287531	Chimp	L6b2
chimpC193200720	907.908838837073	Chimp	L6b2
gorillaG193200120	909.372522140052	Gorilla	L6b2
gorillaG193200220	1087.82839882685	Gorilla	L6b2
gorillaG203200120	615.033113795119	Gorilla	L6b2
gorillaG203200220	907.999371221093	Gorilla	L6b2
rhesusQ192601020	1718.28832006801	Rhesus	L6b2
rhesusQ192601120	1920.65539714312	Rhesus	L6b2
rhesusQ192601520	969.230832137132	Rhesus	L6b2
marmosetbi00520	1488.3926649573	Marmoset	L6b2
marmosetbi00620	1152.31955482719	Marmoset	L6b2
marmosetbi00720	1412.48200620129	Marmoset	L6b2
humanH183000121	554.155534683656	Human	L6b3
humanH183000221	399.828525278421	Human	L6b3
humanH193000121	410.10127519929	Human	L6b3
humanH193000221	498.786310748704	Human	L6b3
humanH200102320	426.574189385171	Human	L6b3
chimpC193200121	539.723810867008	Chimp	L6b3
chimpC193200221	522.447804184776	Chimp	L6b3
chimpC193200321	598.190652513378	Chimp	L6b3
chimpC193200421	690.649746746612	Chimp	L6b3
chimpC193200521	490.912010970213	Chimp	L6b3
chimpC193200620	419.717915806244	Chimp	L6b3
chimpC193200721	394.408206206345	Chimp	L6b3
gorillaG193200121	600.029202473366	Gorilla	L6b3
gorillaG193200221	938.606447151387	Gorilla	L6b3
gorillaG203200121	436.94191530084	Gorilla	L6b3
gorillaG203200221	880.986367065635	Gorilla	L6b3
rhesusQ192601021	633.079933950189	Rhesus	L6b3
rhesusQ192601121	601.408137572093	Rhesus	L6b3
rhesusQ192601521	502.644126870481	Rhesus	L6b3
marmosetbi00521	494.556575390531	Marmoset	L6b3
marmosetbi00621	431.871917602732	Marmoset	L6b3
marmosetbi00721	448.854900238074	Marmoset	L6b3
humanH183000122	1166.06801040792	Human	Lamp51
humanH183000222	522.657523779113	Human	Lamp51
humanH193000122	658.498848728149	Human	Lamp51
humanH193000222	509.901488158759	Human	Lamp51
humanH200102321	690.044735287912	Human	Lamp51
chimpC193200122	716.484953301333	Chimp	Lamp51
chimpC193200222	984.723128609469	Chimp	Lamp51
chimpC193200322	752.780823477065	Chimp	Lamp51
chimpC193200422	736.412657201493	Chimp	Lamp51
chimpC193200522	562.121094352407	Chimp	Lamp51
chimpC193200621	558.615335610526	Chimp	Lamp51
chimpC193200722	782.571263075781	Chimp	Lamp51
gorillaG193200122	596.686429036753	Gorilla	Lamp51
gorillaG193200222	838.692198744206	Gorilla	Lamp51
gorillaG203200122	397.323509580266	Gorilla	Lamp51
gorillaG203200222	792.684162248675	Gorilla	Lamp51
rhesusQ192601022	1361.90286706336	Rhesus	Lamp51
rhesusQ192601122	1302.47830407647	Rhesus	Lamp51
rhesusQ192601522	1083.85821585717	Rhesus	Lamp51
marmosetbi00522	598.387052679192	Marmoset	Lamp51
marmosetbi00622	376.044434494135	Marmoset	Lamp51
marmosetbi00722	479.054397956296	Marmoset	Lamp51
humanH183000123	223.743967304275	Human	Lamp52
humanH183000223	83.0521879573281	Human	Lamp52
humanH193000123	115.25613514984	Human	Lamp52
humanH193000223	96.9403611174985	Human	Lamp52
humanH200102322	93.683036812708	Human	Lamp52
chimpC193200123	243.3306828181	Chimp	Lamp52
chimpC193200223	136.013093815432	Chimp	Lamp52
chimpC193200323	186.131470904296	Chimp	Lamp52
chimpC193200423	144.895143255485	Chimp	Lamp52
chimpC193200523	146.407725018405	Chimp	Lamp52
chimpC193200622	165.838393118118	Chimp	Lamp52
chimpC193200723	214.028600377835	Chimp	Lamp52
gorillaG193200123	180.669062410235	Gorilla	Lamp52
gorillaG193200223	143.408239733934	Gorilla	Lamp52
gorillaG203200123	131.858433680453	Gorilla	Lamp52
gorillaG203200223	77.612194065381	Gorilla	Lamp52
rhesusQ192601023	286.577421640448	Rhesus	Lamp52
rhesusQ192601123	364.467640867592	Rhesus	Lamp52
rhesusQ192601523	308.896070877509	Rhesus	Lamp52
marmosetbi00523	64.1865971674786	Marmoset	Lamp52
marmosetbi00623	63.1741051879051	Marmoset	Lamp52
