cell_type	regdom_prop	num_HARs	num_hCONDELs	num_HARs_hCONDELs	num_genes_near_HARs	num_genes_near_hCONDELs	num_genes_near_HARs_hCONDELs	prop_HARs	prop_hCONDELs	prop_HARs_hCONDELs	pval_genes_near_HARs	pval_genes_near_hCONDELs	pval_genes_near_HARs_hCONDELs	pval_HARs	pval_hCONDELs	pval_HARs_hCONDELs	padj_genes_near_HARs	padj_genes_near_hCONDELs	padj_genes_near_HARs_hCONDELs	padj_HARs	padj_hCONDELs	padj_HARs_hCONDELs
L6CT2	0.0461961768775157	253	102	355	134	86	185	0.115916955017301	0.0743944636678201	0.160034602076125	0.0823874729400877	0.00682672255181954	0.0313659893533122	1.29408574959828e-16	1.77696214695253e-09	3.00993727574915e-24	1	0.348162850142797	1	5.43516014831278e-15	8.556726120761e-08	1.4146705196021e-22
L23IT2	0.0548451274344381	299	104	403	175	89	228	0.117528542646071	0.0597716588314305	0.153122901276024	0.0154040765228707	0.218891875333126	0.0373680784878656	3.06742920032334e-19	1.75934499402597e-06	5.78526417695264e-24	0.499692571708277	1	1	1.4723660161552e-17	4.75023148387012e-05	2.66122152139821e-22
Vip1	0.0538567192262426	294	102	396	169	85	221	0.121408045977011	0.0610632183908046	0.158764367816092	0.00616990453380538	0.245073867347781	0.0164138308492709	5.29151240559485e-19	2.34197165260966e-06	1.32948469673554e-23	0.252966085886021	1	0.672967064820107	2.48701083062958e-17	6.08912629678512e-05	5.98268113530993e-22
L6IT1	0.0667372547924139	332	134	466	200	114	271	0.0994530084535057	0.0566882148184983	0.1347588264545	0.499790547321653	0.368365641453847	0.575781716767239	9.65766599402529e-16	1.74627063689e-09	2.49052866572596e-23	1	1	1	3.76648973766986e-14	8.556726120761e-08	1.09583261291942e-21
Vip8	0.0542143082488659	280	116	396	157	98	219	0.109103544127867	0.0681028492008339	0.152189020152884	0.138073278977448	0.0189614218092746	0.051339680629699	3.16284313551925e-15	7.55862348007843e-10	4.14713321627154e-23	1	0.872225403226632	1	1.20188039149732e-13	3.87462877071618e-08	1.78326728299676e-21
Sncg2	0.0466480231011499	257	90	347	140	74	180	0.123239436619718	0.0651408450704225	0.158450704225352	0.00822656285871263	0.0915070859573862	0.0261282699000436	3.66830303117404e-17	4.65727587381127e-06	1.65057474911556e-21	0.329062514348505	1	0.986154606829057	1.61405333371658e-15	0.000107117345097659	6.93241394628535e-20
OPC2	0.0296875076697686	191	54	245	101	45	123	0.161084529505582	0.0717703349282297	0.196172248803828	8.26569527246215e-06	0.0885461075362027	0.000131825220608733	2.62482608600135e-19	0.00136288592174608	1.33788109192178e-20	0.000454613239985418	1	0.00685491147165412	1.28616478214066e-17	0.0122659732957147	5.4853124768793e-19
Sncg1	0.0331770076383718	205	60	265	101	49	126	0.180035650623886	0.0873440285204991	0.224598930481283	4.45349329383774e-08	0.00519680240794086	1.84966674604548e-07	8.80044900161672e-19	0.000870565259828263	2.23436144642204e-20	2.49395624454913e-06	0.270233725212925	1.03581337778547e-05	4.04820654074369e-17	0.00957621785811089	8.93744578568816e-19
L4IT2	0.0614582922505438	313	111	424	184	90	241	0.11749680715198	0.0574712643678161	0.15389527458493	0.0127916030255464	0.351157130544928	0.0259514370218173	3.73797610758507e-16	6.80072031214211e-06	2.3820868193008e-20	0.473289311945217	1	0.986154606829057	1.53257020410988e-14	0.0001356985060753	9.29013859527312e-19
Sst8	0.0543906974556748	276	107	383	166	86	218	0.121345029239766	0.0628654970760234	0.159356725146199	0.00467844132593846	0.128953250133643	0.00921268080788364	3.70789845147324e-14	2.30418415889682e-07	8.41128157196346e-20	0.196494535689415	1	0.40535795554688	1.29776445801563e-12	7.83422614024919e-06	3.19628699734612e-18
L6CT1	0.0631770293820558	292	138	430	171	115	245	0.0969387755102041	0.0651927437641723	0.138888888888889	0.728889217238209	0.0301751582173505	0.447470474793648	1.67255436504447e-10	3.73919190295403e-12	1.23202908976035e-19	1	1	1	3.34510873008894e-09	2.09394746565426e-10	4.5585076321133e-18
L5ET2	0.038440008506502	200	92	292	114	76	154	0.131639722863741	0.0877598152424942	0.177829099307159	0.00453962534978041	0.000138409900751321	0.00143052189483456	1.93455163316962e-11	2.46436880987181e-10	2.08533698619601e-19	0.195203890040558	0.00775095444207398	0.0700955728468934	5.02983424624101e-10	1.30611546923206e-08	7.50721315030564e-18
Sst4	0.0478456058851308	244	100	344	146	82	197	0.138519924098672	0.0777988614800759	0.186907020872865	5.82223082157473e-05	0.00142534074588428	4.13553050057317e-06	7.69695990505818e-13	3.72880080315574e-08	3.8467910477608e-19	0.00308578233543461	0.0769684002777511	0.000227454177531524	2.52967620697809e-11	1.45423231323074e-06	1.34637686671628e-17
Lamp5Lhx61	0.0535059621333678	256	119	375	148	92	213	0.0996632996632997	0.061952861952862	0.143434343434343	0.606192207571885	0.163874464755363	0.294611278636214	1.07833487547689e-10	4.53721903007554e-11	4.35202930348756e-19	1	1	1	2.48017021359685e-09	2.49547046654155e-09	1.47968996318577e-17
L5IT1	0.0558161251597488	282	103	385	179	89	234	0.104985337243402	0.0521994134897361	0.137243401759531	0.253686472011507	0.706607453508998	0.478257115017127	3.12421238385612e-14	6.20461450552234e-06	1.6451029350744e-18	1	1	1	1.1247164581882e-12	0.000130296904615969	5.42883968574552e-17
Lamp51	0.0508848117306663	243	114	357	145	91	202	0.104693140794224	0.0657039711191336	0.145848375451264	0.331183406974629	0.057368595997533	0.205806408060093	3.90941223252176e-10	7.8827197864908e-11	2.86514399700327e-18	1	1	1	6.25505957203482e-09	4.25666868470503e-09	9.16846079041046e-17
Vip2	0.0476730153673045	252	87	339	144	71	185	0.113833992094862	0.0561264822134387	0.146245059288538	0.0825006889636508	0.562117904336046	0.262199266928443	7.36880525782849e-15	4.86719301174534e-05	3.3768283810029e-18	1	1	1	2.72645794539654e-13	0.000778750881879254	1.0468167981109e-16
Pax61	0.0426259009179337	221	88	309	129	73	176	0.10530612244898	0.0595918367346939	0.143673469387755	0.308536206329666	0.290207823821471	0.280599707461882	2.2255371796384e-12	4.21455346383192e-07	9.62193518034144e-18	1	1	1	6.89916525687904e-11	1.3065115737879e-05	2.88658055410243e-16
L5IT2	0.0536656708253251	263	106	369	161	94	219	0.0990769230769231	0.0578461538461538	0.134769230769231	0.473969174111049	0.274186745550153	0.520303261382038	5.61104262062125e-12	2.18261596046105e-07	1.43786604591202e-17	1	1	1	1.57109193377395e-10	7.63915586161368e-06	4.16981153314486e-16
L6b2	0.0603086310176756	280	122	402	176	100	237	0.0998864926220204	0.0567536889897843	0.134506242905789	0.532030775690902	0.40818601321885	0.640429107641272	2.66351599756179e-10	6.65758041742433e-09	5.37434314095373e-17	1	1	1	4.52797719585504e-09	2.99591118784095e-07	1.50481607946704e-15
Vip5	0.0486478138810167	240	99	339	150	81	200	0.10924981791697	0.0589949016751639	0.145666423889294	0.150510643289936	0.302971549700925	0.201729177979678	2.75224595655403e-11	1.49103399365735e-07	5.50831052633493e-17	1	1	1	6.88061489138507e-10	5.5168257765322e-06	1.50481607946704e-15
Pvalb4	0.0514444396133778	247	106	353	157	91	215	0.0997458703939009	0.0578144853875477	0.136594663278272	0.537833038443375	0.332547396900627	0.53335066142887	1.71102916275813e-10	2.87449389432691e-08	1.02414958372943e-16	1	1	1	3.34510873008894e-09	1.16012641102445e-06	2.66278891769652e-15
Astro1	0.0316610036448559	189	52	241	101	46	123	0.141258741258741	0.0643356643356643	0.172027972027972	0.00165371839815975	0.246099934434807	0.01802695030019	5.5003028855115e-16	0.0113359562182544	2.67961394039753e-16	0.0777247647135083	1	0.7210780120076	2.2001211542046e-14	0.0793516935277808	6.69903485099383e-15
L5ET1	0.0363632486123735	195	72	267	110	56	139	0.128055878928987	0.0651920838183935	0.161816065192084	0.0100034569598477	0.18054384870614	0.0459672991409759	2.88587996681735e-12	1.8719119939753e-05	4.21487271481973e-16	0.39013482143406	1	1	8.65763990045205e-11	0.000336944158915554	1.01156945155674e-14
Sncg3	0.0396556584716732	201	84	285	117	72	167	0.104838709677419	0.0645161290322581	0.149641577060932	0.344906881698864	0.116895374764269	0.133085373834784	1.45335266068063e-10	2.8163837949147e-07	5.41637839145429e-16	1	1	1	3.05204058742932e-09	9.29406652321851e-06	1.24576703003449e-14
Vip4	0.0393760458646125	207	74	281	106	53	135	0.117256637168142	0.0586283185840708	0.149336283185841	0.0931276797464264	0.458415455464139	0.258573571430026	3.46585810917013e-12	7.40591107174677e-05	1.99860297027757e-15	1	1	1	1.00509885165934e-10	0.00111088666076202	4.39692653461065e-14
Pvalb2	0.0444354417059799	222	86	308	130	71	171	0.116696588868941	0.0637342908438061	0.153500897666068	0.0477392340121616	0.157998580389269	0.0842606363310078	5.38931777635266e-11	6.78492530376502e-06	3.11700141611984e-15	1	1	1	1.29343626632464e-09	0.0001356985060753	6.54570297385166e-14
Sst5	0.0360151483344138	181	78	259	106	64	147	0.106425702811245	0.0642570281124498	0.147590361445783	0.274064706826769	0.111833211489965	0.174331624765127	2.25285358128311e-09	3.28150530614227e-07	1.15556508275126e-14	1	1	1	3.37928037192466e-08	1.05008169796553e-05	2.31113016550252e-13
Sst7	0.0393658481461071	190	87	277	119	71	163	0.115421920465567	0.0688651794374394	0.158098933074685	0.0630943654652772	0.0331366796461091	0.0310634707708111	1.64893032225863e-08	2.82957661225476e-08	1.57166328891621e-14	1	1	1	1.97871638671036e-07	1.16012641102445e-06	2.9861602489408e-13
Oligo1	0.0256228697297698	147	52	199	83	43	103	0.162745098039216	0.0843137254901961	0.201960784313725	7.52452523225504e-05	0.00881710579195231	0.0002335999667003	1.68602270778625e-11	0.000147661241094318	1.83747470638634e-14	0.00391275312077262	0.432038183805663	0.0119135983017153	4.55226131102288e-10	0.00191959613422613	3.30745447149541e-13
Sst3	0.044681659902573	215	90	305	130	75	173	0.119926199261993	0.0691881918819188	0.159594095940959	0.0134511878261872	0.0228083038111497	0.0128100650821822	2.32730485362873e-09	8.53603100048338e-07	2.66325760587928e-14	0.484242761742739	1	0.538022733451652	3.37928037192466e-08	2.39008868013535e-05	4.52753792999478e-13
Vip6	0.0302372265041057	163	58	221	89	45	114	0.121584699453552	0.0614754098360656	0.155737704918033	0.0447412781359599	0.317228718522842	0.107577444496854	1.27543778119549e-10	0.000263407949751783	2.41126330860682e-13	1	1	1	2.80596311863008e-09	0.0031608953970214	3.85802129377091e-12
Sst2	0.0437315637842264	208	86	294	124	70	167	0.111611161116112	0.063006300630063	0.15031503150315	0.139631524589884	0.189285335635477	0.154372848421741	1.02558564433894e-08	3.75128362784042e-06	4.40599592775774e-13	1	1	1	1.33326133764062e-07	9.00308070681701e-05	6.60899389163661e-12
L23IT1	0.0530213481758778	235	107	342	147	88	205	0.0911345319280843	0.0545567265964042	0.127092374457533	0.906453839640599	0.536655534255045	0.889534908641975	2.82668603376955e-07	6.83284797492143e-08	8.20270797383199e-13	1	1	1	2.5440174303926e-06	2.59648223047014e-06	1.14837911633648e-11
L23IT3	0.0635577460257518	275	121	396	189	102	253	0.102106969205835	0.0551053484602917	0.136682874122096	0.349674458411426	0.535545216617106	0.505054184760055	1.93546014118532e-07	1.93526678358733e-07	1.15732147030076e-12	1	1	1	1.93546014118532e-06	6.96696042091439e-06	1.50451791139099e-11
Sst1	0.0366779265575912	188	65	253	101	54	136	0.126408010012516	0.0675844806007509	0.170212765957447	0.0136680820356696	0.119409481703375	0.00761824707304148	2.50343753732353e-10	0.000894473609848073	1.67339795530795e-12	0.484242761742739	1	0.350439365359908	4.50618756718235e-09	0.00957621785811089	2.00807754636954e-11
L6b1	0.00877699098082465	75	13	88	31	11	34	0.208053691275168	0.0738255033557047	0.228187919463087	0.00132179899155027	0.37447770823843	0.0188374540217449	7.62300200720716e-14	0.23824648561422	2.70373746783365e-12	0.0647681505859632	1	0.734660706848051	2.59182068245043e-12	0.71473945684266	2.97411121461702e-11
Sst9	0.0453057939077943	212	82	294	118	69	161	0.10414827890556	0.0609002647837599	0.142100617828773	0.375235888935348	0.20589932869099	0.339816982857206	2.49565917106379e-08	0.000104219502723386	1.94941019259177e-11	1	1	1	2.74522508817017e-07	0.0014590730381274	1.94941019259177e-10
L4IT1	0.046728053378452	204	94	298	142	76	187	0.102601156069364	0.0549132947976879	0.135115606936416	0.444896233039602	0.52229386896218	0.632724592822406	4.49248085588429e-06	5.10313470038262e-07	8.54053842326084e-11	1	1	1	1.4020811994469e-05	1.53094041011479e-05	7.68648458093476e-10
VLMC1	0.0129845330222581	94	16	110	39	13	43	0.268965517241379	0.0896551724137931	0.296551724137931	0.00038202127924529	0.484700262856852	0.00765669566181259	7.66568547569117e-13	0.458370215142824	1.2596696153124e-10	0.0191010639622645	1	0.350439365359908	2.52967620697809e-11	0.916740430285648	1.00773569224992e-09
Pax62	0.0297502427222963	139	65	204	75	50	102	0.133214920071048	0.088809946714032	0.181172291296625	0.0146968403443611	0.0023760052637684	0.0052381096619892	6.90052423632843e-06	2.38940961094966e-06	3.97728311400584e-10	0.499692571708277	0.125928278979725	0.246191154113492	1.4020811994469e-05	6.08912629678512e-05	2.78409817980409e-09
Sst6	0.0254887794097468	124	54	178	71	45	96	0.133208255159475	0.0844277673545966	0.180112570356473	0.0215740317346226	0.00808634158233101	0.00992583920513609	3.50520299861724e-06	3.76603106954993e-05	1.45730439663644e-09	0.647220952038678	0.404317079116551	0.426811085820852	1.4020811994469e-05	0.000640225281823488	8.74382637981864e-09
Pvalb1	0.0266422326134563	131	49	180	74	37	89	0.14176245210728	0.0708812260536398	0.170498084291188	0.00407337625548144	0.137918414850489	0.0438748219097764	1.11455720579458e-06	0.0017869504766844	1.17828452596874e-08	0.179228555241183	1	1	6.68734323476748e-06	0.0142956038134752	5.8914226298437e-08
SstChodl1	0.0187095685950836	100	32	132	48	23	58	0.161073825503356	0.0771812080536913	0.194630872483221	0.0113338282687709	0.202250236724305	0.0456123063344864	6.79662711690773e-07	0.0251354142437758	1.07900234068942e-07	0.430685474213294	1	1	4.75763898183541e-06	0.125677071218879	4.31600936275768e-07
OPC1	0.00733108407291648	49	16	65	23	12	28	0.343283582089552	0.17910447761194	0.417910447761194	0.000186127093860782	0.0108639589418308	0.00011025323142142	1.90967423878196e-06	0.0151062166909796	1.49280738232861e-07	0.00949248178689988	0.521470029207878	0.00584342126533526	9.5483711939098e-06	0.0906373001458776	4.47842214698583e-07
Endo1	0.011709703370864	64	20	84	39	16	47	0.161157024793388	0.0661157024793388	0.194214876033058	0.0147248514610334	0.418263359961658	0.0431865829646796	3.38341192874875e-05	0.0659251476023079	1.13630384889041e-05	0.499692571708277	1	1	3.38341192874875e-05	0.263700590409232	1.66179524267613e-05
MicroPVM1	0.011428565115918	70	13	83	37	10	39	0.181372549019608	0.0490196078431373	0.191176470588235	0.00228848788790627	0.830078144356895	0.0787203112124689	3.43908845194736e-07	0.584014018506358	8.30897621338064e-06	0.102981954955782	1	1	2.75127076155789e-06	0.916740430285648	1.66179524267613e-05
