cell_type	regdom_prop	num_HARs	num_hCONDELs	num_HARs_hCONDELs	num_genes_near_HARs	num_genes_near_hCONDELs	num_genes_near_HARs_hCONDELs	prop_HARs	prop_hCONDELs	prop_HARs_hCONDELs	pval_genes_near_HARs	pval_genes_near_hCONDELs	pval_genes_near_HARs_hCONDELs	pval_HARs	pval_hCONDELs	pval_HARs_hCONDELs	padj_genes_near_HARs	padj_genes_near_hCONDELs	padj_genes_near_HARs_hCONDELs	padj_HARs	padj_hCONDELs	padj_HARs_hCONDELs
L5IT1	0.0263572673743376	141	40	181	89	35	114	0.123098201936376	0.0484094052558783	0.157676348547718	6.34249175910607e-06	0.234390523252506	1.64070173797542e-05	3.62808428290103e-09	0.0644316011866608	3.48757171930241e-09	0.000304439604437091	1	0.000656280695190168	1.66891877013447e-07	1	1.36015297052794e-07
SstChodl1	0.0173206339163963	96	34	130	50	28	62	0.198412698412698	0.111111111111111	0.246031746031746	1.03855890947798e-08	1.70450613165491e-05	7.80214216482334e-09	2.43709681037375e-07	0.00321906964532618	4.54286845006524e-09	5.91978578402449e-07	0.00095452343372675	4.36919961230107e-07	9.26096787942025e-06	0.128762785813047	1.72629001102479e-07
Sst9	0.0193022225001248	106	35	141	66	27	82	0.138655462184874	0.0567226890756303	0.172268907563025	4.78224389105166e-06	0.0918466706785346	2.18880499904724e-05	9.13956110636995e-08	0.0091179762204374	5.3369730252751e-09	0.000234329950661531	1	0.00083568608959125	3.74722005361168e-06	0.297550377447862	1.97468001935179e-07
Oligo1	0.00760705273891166	60	11	71	28	9	34	0.245614035087719	0.0789473684210526	0.298245614035088	2.36786541666637e-07	0.0846687786352573	1.68565032071531e-07	4.58008464445205e-10	0.286240585652602	5.7818626506888e-09	1.25496867083318e-05	1	9.27107676393421e-06	2.29004232222603e-08	1	2.08147055424797e-07
L5ET1	0.0159472727657277	79	42	121	50	37	75	0.119047619047619	0.0880952380952381	0.178571428571429	0.00107659384398095	1.85893294442645e-05	5.01646746725906e-06	0.000110651261557649	2.04713999196737e-06	8.55138013778682e-09	0.0290680337874857	0.00102241311943455	0.000230757503493917	0.00232367649271063	0.00011668697954214	2.99298304822539e-07
Pvalb1	0.0171240295493546	93	34	127	43	28	63	0.0988505747126437	0.064367816091954	0.144827586206897	0.0750989687971955	0.0299052188508765	0.0151981523743496	8.61683281710629e-07	0.00270659603059668	1.31678687332432e-08	0.525692781580369	1	0.182377828492195	2.84355482964508e-05	0.110970437254464	4.47707536930269e-07
Vip3	0.0158913882424548	89	30	119	60	27	78	0.134228187919463	0.0604026845637584	0.174496644295302	3.62922880711134e-05	0.0582224620769067	2.70001078259938e-05	4.3198716995426e-07	0.00901667810448067	2.25536587980597e-08	0.00145169152284454	1	0.000999003989561771	1.46875637784448e-05	0.297550377447862	7.4427074033597e-07
L6b2	0.0221196819324308	115	37	152	71	33	97	0.0944148936170213	0.0438829787234043	0.128989361702128	0.0339482905365673	0.420448500068762	0.0252623070146792	3.90495016559735e-07	0.0229569048058245	5.90958923203369e-08	0.292552613339636	1	0.213675707057863	1.36673255795907e-05	0.596879524951437	1.89106855425078e-06
L4IT2	0.0208985294077447	103	40	143	54	35	78	0.0949033391915641	0.0615114235500879	0.137082601054482	0.0788083584022713	0.0180832214098263	0.0177375081521124	1.36667209805743e-05	0.00230306045398033	1.81849989887028e-07	0.525692781580369	0.650995970753747	0.182377828492195	0.000374890690690692	0.0967285390671739	5.63734968649787e-06
Pvalb4	0.0206557770002314	110	31	141	61	28	82	0.106271777003484	0.0487804878048781	0.142857142857143	0.00492738383414587	0.248484980338975	0.00381186436847195	2.28894734364167e-07	0.103680501952033	2.51486329184412e-07	0.109664124021122	1	0.0807541560492334	8.92689464020251e-06	1	7.54458987553236e-06
L23IT2	0.0234560416828588	115	40	155	79	32	101	0.129296235679214	0.0523731587561375	0.165302782324059	2.32569764063707e-06	0.113503263871663	4.13440441628319e-06	5.58479393241707e-06	0.0141973811860036	4.25520765128732e-07	0.000118610579672491	1	0.000198451411981593	0.000173128611904929	0.425921435580108	1.23401021887332e-05
Vip5	0.0172339025762	90	30	120	59	29	78	0.135944700460829	0.0668202764976959	0.179723502304147	1.20215190770105e-05	0.0120124569551136	3.72974855223997e-06	5.77918030891868e-06	0.0240739421900938	7.49431785747451e-07	0.000528946839388462	0.46848582124943	0.000186487427611999	0.00017337540926756	0.601848554752345	2.09840900009286e-05
Vip7	0.0128048359194786	68	27	95	39	22	52	0.108635097493036	0.0612813370473538	0.144846796657382	0.0265956921217851	0.0706024377925547	0.0237417452286514	4.61230457201399e-05	0.00324012769143416	8.19776533787463e-07	0.292552613339636	1	0.213675707057863	0.0011530761430035	0.128762785813047	2.21339664122615e-05
Pax61	0.0124600085575367	64	28	92	39	23	55	0.112391930835735	0.0662824207492795	0.15850144092219	0.017086642559815	0.0321808219385541	0.00366458430153459	0.000184894058778088	0.00112888880559627	1.46363454797111e-06	0.205552708712869	1	0.0807541560492334	0.00369788117556176	0.0507999962518322	3.80544982472489e-05
Pvalb2	0.0163967851694764	85	29	114	47	25	68	0.103982300884956	0.0553097345132743	0.150442477876106	0.0291493945756092	0.133340617789687	0.00438344555130743	1.33889532389533e-05	0.0219143497114365	1.49416890610154e-06	0.292552613339636	1	0.0876689110261486	0.000374890690690692	0.591687442208785	3.80544982472489e-05
Vip2	0.0230457467827212	107	42	149	69	38	92	0.129213483146067	0.0711610486891386	0.172284644194757	1.74331838346772e-05	0.00183004379029884	4.45230426995804e-06	9.46992995607408e-05	0.0042484253280684	2.24340717085087e-06	0.000732193721056442	0.0896721457246432	0.000209258300688028	0.0020833845903363	0.157191737138531	5.38417721004209e-05
L5ET2	0.0227679701490259	111	36	147	72	29	91	0.109756097560976	0.0442073170731707	0.138719512195122	0.00161820145326184	0.471261916916141	0.00823820044648518	1.01858253895129e-05	0.0484547198346312	2.80735160255626e-06	0.0420732377848078	1	0.131811207143763	0.000295388936295874	1	6.4569086858794e-05
Pvalb3	0.0226667414214673	107	39	146	57	36	86	0.0818965517241379	0.0517241379310345	0.123563218390805	0.324173531818063	0.119201954483477	0.0883651203876314	5.10700013968342e-05	0.0134895858658195	3.41579403235794e-06	0.58421474094852	1	0.353460481550526	0.00117461003212719	0.418177161840404	7.51474687118747e-05
Sst1	0.0243193089280037	107	47	154	66	42	94	0.116197183098592	0.073943661971831	0.165492957746479	0.000723103263967493	0.000528623736721753	2.14278484510577e-05	0.00061531681064178	0.000832245994662625	4.56280046594509e-06	0.0209699946550573	0.0269598105728094	0.00083568608959125	0.0104603857809103	0.0391155617491434	9.58188097848469e-05
Lamp51	0.0181470314671166	99	22	121	60	20	73	0.124223602484472	0.041407867494824	0.151138716356108	0.000123569849645911	0.580235086849898	0.00143450456778318	3.19731031092321e-07	0.470532730597258	5.01380186585424e-06	0.00457208443689871	1	0.0358626141945795	1.18300481504159e-05	1	0.000100276037317085
Sncg2	0.0134353932689164	63	32	95	45	30	68	0.161870503597122	0.107913669064748	0.244604316546763	6.99561214188667e-06	1.13413627888075e-05	5.79237845538315e-10	0.00186488337053105	0.000196575016231489	5.57873114759597e-06	0.000323802619038404	0.000646457678962027	3.3016557195684e-08	0.0242434838169036	0.0100253258278059	0.000105995891804323
L6CT2	0.0152824422079543	78	27	105	44	25	64	0.0920502092050209	0.0523012552301255	0.133891213389121	0.14605368523713	0.193768423946302	0.0510349152066624	4.85589712813414e-05	0.0265485796667737	6.15845913117499e-06	0.58421474094852	1	0.255174576033312	0.00116541531075219	0.637165912002569	0.00011085226436115
L6b3	0.0150434965745717	65	37	102	40	31	65	0.115942028985507	0.0898550724637681	0.188405797101449	0.0123002942905314	0.000123761876376853	1.38007504916743e-05	0.00924308911579588	3.40916594959947e-05	1.39100536246108e-05	0.196804708648502	0.00668314132435006	0.000579631520650321	0.0827700910713136	0.00184094961278371	0.000236470911618384
Sst8	0.0207702966808093	91	39	130	61	31	80	0.107394366197183	0.0545774647887324	0.140845070422535	0.00476800539222268	0.108666913581081	0.00773399064134571	0.00168360023328913	0.00355206423691176	4.01222451379274e-05	0.109664124021122	1	0.131477840902877	0.0235704032660478	0.134978441002647	0.000641955922206838
Sncg1	0.00890095039821388	47	18	65	26	15	36	0.174496644295302	0.100671140939597	0.241610738255034	0.000142343560339534	0.00296187585308028	6.51747480477051e-06	0.000701620294737723	0.020634341950828	6.32233728576364e-05	0.00498202461188369	0.133284413388613	0.000293286366214673	0.0112259247158036	0.577761574623184	0.000889868301475812
Sst6	0.0076576116774379	40	18	58	20	14	28	0.123456790123457	0.0864197530864197	0.172839506172839	0.0324465081448935	0.0113118314883139	0.0107631046783649	0.00200321055563322	0.0051305615507666	5.93245534317208e-05	0.292552613339636	0.46378509102087	0.149757470457347	0.0242434838169036	0.179569654276831	0.000889868301475812
Sncg3	0.0110656034923743	50	25	75	33	23	49	0.123134328358209	0.0858208955223881	0.182835820895522	0.00573103001192034	0.00136473656929778	0.000168854459607979	0.00974184646393995	0.00187987039845855	0.000177519389873668	0.112288912404549	0.068236828464889	0.00489677932863139	0.0827700910713136	0.0808344271337176	0.00230775206835768
Sst3	0.0191405523640689	89	28	117	62	26	80	0.125506072874494	0.0526315789473684	0.161943319838057	0.000133185287171022	0.181260411701617	0.00017914826412421	0.000333445639582475	0.143636974586099	0.000229514356120633	0.00479467033815679	1	0.00493249478951233	0.00633546715206702	1	0.0027541722734476
Sst5	0.0127778548156052	63	20	83	45	19	56	0.120967741935484	0.0510752688172043	0.150537634408602	0.00280309503432006	0.279286368619748	0.00998383136382313	0.000576570043455492	0.124126738687848	0.00030845975624671	0.0672742808236814	1	0.149757470457347	0.0103782607821989	1	0.00339305731871381
L6ITCar32	0.0246696042348515	106	37	143	78	32	101	0.0983606557377049	0.0403530895334174	0.127364438839849	0.0150721175290617	0.628135159233051	0.0378340950685176	0.00137966413481282	0.0825894941089366	0.000466306008091901	0.205552708712869	1	0.227004570411106	0.0206949620221923	1	0.00466306008091901
Sst4	0.0154413066247573	70	25	95	45	22	58	0.112781954887218	0.0551378446115288	0.145363408521303	0.00945123531687742	0.158976926821181	0.0165561306130683	0.00245970289423561	0.071523546656103	0.000685719959021381	0.160671000386916	1	0.182377828492195	0.0270567318365917	1	0.00617147963119243
Lamp52	0.0134602124478876	59	25	84	41	22	54	0.138513513513514	0.0743243243243243	0.182432432432432	0.000379791394225993	0.0123727332091656	0.000176160528196869	0.00968013390114709	0.019069024312931	0.000906687590237968	0.0121533246152318	0.470163861948293	0.00493249478951233	0.0827700910713136	0.553001705074999	0.00725350072190374
VLMC1	0.00431758935782676	24	9	33	17	8	19	0.361702127659574	0.170212765957447	0.404255319148936	3.96692976019824e-06	0.00534287632045941	1.4305383876391e-05	0.00706491713705441	0.0725433908082161	0.00177955952520142	0.000198346488009912	0.229743681779755	0.000586520738932031	0.0706491713705441	1	0.0124569166764099
Vip8	0.0128877858746174	57	21	78	37	17	48	0.0973684210526316	0.0447368421052632	0.126315789473684	0.098641258215731	0.480289163499911	0.163471656321951	0.00919667678570151	0.0877202863578818	0.00290702530032964	0.525692781580369	1	0.355229570450256	0.0827700910713136	1	0.0174421518019778
Endo1	0.00336829577263713	19	7	26	12	5	14	0.203389830508475	0.0847457627118644	0.23728813559322	0.012898655101119	0.213045349967608	0.0241272685583034	0.0132456145635244	0.105966580867488	0.00448303373497854	0.196804708648502	1	0.213675707057863	0.0827700910713136	1	0.0224151686748927
Vip6	0.0124331602929201	52	22	74	36	20	48	0.173076923076923	0.0961538461538462	0.230769230769231	1.47146681918001e-05	0.00197264447326714	1.49759351654949e-06	0.0300940152705493	0.0413118682944928	0.00533820321390089	0.000632730732247404	0.0927142902435556	7.78748628605735e-05	0.120376061082197	0.908861102478842	0.0224151686748927
L23IT1	0.01527071925688	60	25	85	46	22	65	0.0842490842490843	0.0402930402930403	0.119047619047619	0.25794518395597	0.59711824635004	0.179697819896737	0.0572296989526702	0.0649112147515396	0.0147167854565648	0.58421474094852	1	0.355229570450256	0.171689096858011	1	0.0441503563696944
OPC1	0.000758772168009183	3	3	6	3	2	4	0.3	0.2	0.4	0.182778110205848	0.188501751332423	0.118409856816752	0.43132121430407	0.0614053699553865	0.116486580497312	0.58421474094852	1	0.355229570450256	0.474293304263298	1	0.156675927627602
OPC2	0.0038207560291099	15	8	23	14	7	16	0.291666666666667	0.145833333333333	0.333333333333333	0.000143565748848122	0.0123805570544171	0.000329255964626044	0.237146652131649	0.0853215143314908	0.078337963813801	0.00498202461188369	0.470163861948293	0.00856065508027714	0.474293304263298	1	0.156675927627602
